节点名称,区域属性,线路,500M内文保单位/古迹遗址/宗祠故地的个数,300M内文保单位/古迹遗址/宗祠故地的个数,800M内文保单位/古迹遗址/宗祠故地的个数
中山东路枫瑞路,吴中区,31路,0,0,0
中山东路珠江路东,吴中区,31路,0,0,0
金枫立交东,吴中区,31路,0,0,0
金枫立交西,吴中区,31路,0,0,0
,,,,,
苏州大学本部,姑苏区,9006路区间,6,3,16
苏大附一院十梓街院区,姑苏区,9006路区间,13,4,25
网师园西,姑苏区,9006路区间,11,5,16
南林饭店,姑苏区,9006路区间,8,5,18
三元坊(十全街),姑苏区,9006路区间,10,0,23
苏州图书馆,姑苏区,9006路区间,7,2,11
饮马桥东,姑苏区,9006路区间,6,3,11
平直实小东,姑苏区,9006路区间,8,2,15
苏大附一院十梓街院区,姑苏区,9006路区间,13,4,25
苏州大学本部,姑苏区,9006路区间,6,3,16
,,,,,
国际教育园北区首末站,虎丘区,305路,0,0,0
经贸学院东,虎丘区,305路,0,0,0
苏州技师学院,虎丘区,305路,0,0,0
铁师二桥,虎丘区,305路,0,0,0
苏州技师学院东,虎丘区,305路,0,0,0
致和桥,虎丘区,305路,0,0,0
卫生学院石湖校区西,虎丘区,305路,0,0,0
学府花苑北,虎丘区,305路,0,0,0
福运路吴中西路南,姑苏区,305路,0,0,0
福运公寓,姑苏区,305路,0,0,0
梅亭苑,姑苏区,305路,0,0,0
唐寅园,姑苏区,305路,0,0,0
桐泾公园,姑苏区,305路,0,0,0
胥江路,姑苏区,305路,0,0,0
胥虹苑,姑苏区,305路,0,0,0
胥江新村,姑苏区,305路,0,0,0
新市桥西,姑苏区,305路,1,0,3
盘门景区北,姑苏区,305路,9,4,13
东大街,姑苏区,305路,5,3,15
司前街,姑苏区,305路,8,5,19
干将路,姑苏区,305路,11,7,19
景德路,姑苏区,305路,10,5,17
察院场,姑苏区,305路,12,4,22
察院场观前街西,姑苏区,305路,10,1,19
接驾桥,姑苏区,305路,8,1,17
北寺塔,姑苏区,305路,4,1,14
皮市街北,姑苏区,305路,9,2,13
苏州博物馆,姑苏区,305路,11,4,26
狮子林南,姑苏区,305路,10,4,17
平江路,姑苏区,305路,12,3,13
东园,姑苏区,305路,8,3,19
北张家巷,姑苏区,305路,8,3,19
向阳桥,姑苏区,305路,3,2,3
苏安新村,虎丘区,305路,0,0,3
官渎里立交桥东,虎丘区,305路,0,0,1
官渎桥东,虎丘区,305路,1,1,1
,,,,,
梅亭苑,姑苏区,40路(东线),0,0,0
唐胥桥,姑苏区,40路(东线),0,0,0
索山桥南,姑苏区,40路(东线),0,0,0
五环桥,姑苏区,40路(东线),0,0,0
体育中心,姑苏区,40路(东线),0,0,0
附二医院,姑苏区,40路(东线),0,0,0
彩虹新村,姑苏区,40路(东线),0,0,0
彩香新村,姑苏区,40路(东线),0,0,0
三香广场,姑苏区,40路(东线),0,0,0
三香新村,姑苏区,40路(东线),0,0,0
三香公园,姑苏区,40路(东线),1,0,5
姑胥桥,姑苏区,40路(东线),9,3,13
吉利桥,姑苏区,40路(东线),10,5,17
市立医院本部,姑苏区,40路(东线),8,2,20
平直实小东,姑苏区,40路(东线),8,2,15
苏大附一院十梓街院区西,姑苏区,40路(东线),8,3,19
双塔,姑苏区,40路(东线),8,5,25
相门,姑苏区,40路(东线),4,0,10
苏大理想眼科医院,姑苏区,40路(东线),2,0,4
苏大北校区东,姑苏区,40路(东线),0,0,1
相门新村,姑苏区,40路(东线),0,0,0
现代大道西,姑苏区,40路(东线),0,0,0
东港新村2,姑苏区,40路(东线),0,0,0
向阳桥南,姑苏区,40路(东线),0,0,5
向阳桥北,姑苏区,40路(东线),0,0,5
向阳桥,姑苏区,40路(东线),3,2,3
娄门,姑苏区,40路(东线),4,3,7
北园新村北,姑苏区,40路(东线),4,0,7
北园路,姑苏区,40路(东线),5,0,9
齐门东,姑苏区,40路(东线),6,3,12
齐门,姑苏区,40路(东线),6,3,11
苏州旅游集散中心北,姑苏区,40路(东线),1,1,5
苏州旅游集散中心,姑苏区,40路(东线),1,1,5
苏州站南广场,姑苏区,40路(东线),2,2,6
钱万里桥北,姑苏区,40路(东线),1,0,2
清塘新村北,姑苏区,40路(东线),2,0,5
半塘,姑苏区,40路(东线),8,3,9
玻纤路,姑苏区,40路(东线),3,0,11
仁安街,姑苏区,40路(东线),2,0,11
西园路东,姑苏区,40路(东线),6,2,7
苏州农学院,姑苏区,40路(东线),2,0,8
西园路中,姑苏区,40路(东线),1,0,6
西园路西,姑苏区,40路(东线),1,0,3
闻钟苑,姑苏区,40路(东线),1,1,3
来凤桥,姑苏区,40路(东线),1,1,3
寒山寺南,姑苏区,40路(东线),0,0,6
今日家园,虎丘区,40路(东线),0,0,0
时代花园,虎丘区,40路(东线),0,0,0
格林花园,虎丘区,40路(东线),0,0,0
塔院路邓尉路北,虎丘区,40路(东线),0,0,0
桃园度假村,虎丘区,40路(东线),0,0,0
新地中心北,虎丘区,40路(东线),0,0,0
锦华苑,虎丘区,40路(东线),0,0,0
新城花园酒店,虎丘区,40路(东线),0,0,0
体育中心,姑苏区,40路(东线),0,0,0
五环桥,姑苏区,40路(东线),0,0,0
索山桥南,姑苏区,40路(东线),0,0,0
唐胥桥,姑苏区,40路(东线),0,0,0
梅亭苑,姑苏区,40路(东线),0,0,0
,,,,,
国际教育园南区首末站,吴中区,514路,0,0,0
旅游财经校,吴中区,514路,0,0,0
建设交通校,吴中区,514路,0,0,0
职业大学,吴中区,514路,0,0,0
江苏省外国语学校,吴中区,514路,0,0,0
圣陶路,吴中区,514路,0,0,0
莫舍桥东,吴中区,514路,0,0,0
蠡墅立交桥西,吴中区,514路,0,0,0
彭泾,吴中区,514路,0,0,0
吴中大道长蠡路,吴中区,514路,0,0,0
大龙江桥,吴中区,514路,0,0,0
南湖路红庄,吴中区,514路,0,0,0
枫津南路港巷路,吴中区,514路,0,0,0
城南卫生院,吴中区,514路,0,0,0
桂苑小区,吴中区,514路,0,0,0
大华酒店用品市场,吴中区,514路,0,0,0
适新科技,吴中区,514路,0,0,0
迎春南路石湖路北,吴中区,514路,0,0,0
澹台湖大桥,吴中区,514路,0,0,0
文曲路,吴中区,514路,0,0,0
迎春路宝带东路北,吴中区,514路,0,0,0
迎春路吴中东路,姑苏区,514路,0,0,0
汽车南站,姑苏区,514路,0,0,0
翠园新村,姑苏区,514路,1,0,1
南园桥北,姑苏区,514路,1,0,5
桂花新村北,姑苏区,514路,2,0,7
桂花公园,姑苏区,514路,4,0,4
葑门西街,姑苏区,514路,1,1,4
葑门北,姑苏区,514路,2,1,3
相门后庄,姑苏区,514路,2,1,4
相门桥,姑苏区,514路,3,1,6
新湘苑,姑苏区,514路,4,2,19
永林新村,姑苏区,514路,5,2,14
日规路,姑苏区,514路,4,2,11
娄门桥,姑苏区,514路,5,5,8
向阳路,姑苏区,514路,6,4,6
苏安新村,姑苏区,514路,1,1,6
官渎里立交桥,姑苏区,514路,1,1,2
,,,,,
津梁街首末站,吴中区,47路,0,0,0
东湖林语,吴中区,47路,0,0,0
西交大苏州附中北,吴中区,47路,0,0,0
园区二实小北,吴中区,47路,0,0,0
东城郡南,吴中区,47路,0,0,0
湖东邻里中心北,吴中区,47路,0,0,0
会心街,吴中区,47路,0,0,0
圆融大厦,吴中区,47路,0,0,0
园区行政中心,吴中区,47路,0,0,0
九龙医院南,吴中区,47路,0,0,0
现代大道星湖街,吴中区,47路,0,0,0
国际博览中心东,吴中区,47路,0,0,0
国际博览中心,吴中区,47路,0,0,0
艺术中心北,吴中区,47路,0,0,0
凤鸣街南,吴中区,47路,0,0,0
沁苑小区,吴中区,47路,0,0,0
沁苑邻里中心,吴中区,47路,0,0,0
苏州中心北,吴中区,47路,0,0,0
国际大厦,吴中区,47路,0,0,0
国际大厦西,吴中区,47路,0,0,0
四季新家园,吴中区,47路,0,0,0
师惠邻里中心,吴中区,47路,0,0,0
星海公园,吴中区,47路,0,0,0
星海学校东,吴中区,47路,0,0,0
星海学校西,吴中区,47路,0,0,0
宜家公寓,吴中区,47路,0,0,0
夏园新村,虎丘区,47路,0,0,0
万科美好广场,虎丘区,47路,0,0,0
苏大东校区2,虎丘区,47路,0,0,0
葑门换乘站南,姑苏区,47路,0,0,0
葑门,姑苏区,47路,1,1,3
葑门西街,姑苏区,47路,1,1,4
觅渡桥北,姑苏区,47路,3,3,3
觅渡桥西,姑苏区,47路,3,2,3
南园桥西,姑苏区,47路,1,1,1
人民桥东,姑苏区,47路,1,1,2
裕棠桥,姑苏区,47路,8,2,8
盘门,姑苏区,47路,5,3,5
盘溪新村,姑苏区,47路,0,0,0
友联新村北,姑苏区,47路,0,0,0
友联新村南,姑苏区,47路,0,0,0
福星小区东,姑苏区,47路,0,0,0
友联二村,姑苏区,47路,0,0,0
吴中西路友新路西,姑苏区,47路,0,0,0
中医院,姑苏区,47路,0,0,0
前范村,姑苏区,47路,0,0,0
宝带西路福运路东,虎丘区,47路,0,0,0
学府花苑北,虎丘区,47路,0,0,0
卫生学院石湖校区西,虎丘区,47路,0,0,0
致和桥,虎丘区,47路,0,0,0
宝带西路科锐路西,虎丘区,47路,0,0,0
宝带路科惠路北,虎丘区,47路,0,0,0
经贸学院东,虎丘区,47路,0,0,0
国际教育园北区首末站,虎丘区,47路,0,0,0
,,,,,
南环桥,姑苏区,9010路社区巴士,0,0,0
杨枝塘东,虎丘区,9010路社区巴士,0,0,0
东振路西,虎丘区,9010路社区巴士,0,0,0
金鸡湖大道西,虎丘区,9010路社区巴士,0,0,0
葑门换乘站南,姑苏区,9010路社区巴士,0,0,0
葑门,姑苏区,9010路社区巴士,1,1,3
葑门西街,姑苏区,9010路社区巴士,1,1,4
桂花公园,姑苏区,9010路社区巴士,4,0,4
振华中学西,姑苏区,9010路社区巴士,1,1,3
苏州饭店,姑苏区,9010路社区巴士,3,0,3
网师园西,姑苏区,9010路社区巴士,11,5,16
苏大附一院十梓街院区西,姑苏区,9010路社区巴士,8,3,19
双塔2,姑苏区,9010路社区巴士,8,5,25
大公园,姑苏区,9010路社区巴士,5,4,10
苏州图书馆,姑苏区,9010路社区巴士,7,2,11
三元坊,姑苏区,9010路社区巴士,5,6,12
工人文化宫,姑苏区,9010路社区巴士,4,4,9
南门,姑苏区,9010路社区巴士,5,0,7
人民桥南,姑苏区,9010路社区巴士,1,1,2
团结桥东,姑苏区,9010路社区巴士,0,0,0
南环新村,姑苏区,9010路社区巴士,0,0,0
汽车南站东,姑苏区,9010路社区巴士,0,0,0
南环桥,姑苏区,9010路社区巴士,0,0,0
,,,,,
平门桥,姑苏区,外城河,3,2,6
齐门桥,姑苏区,外城河,3,2,6
东汇公园,姑苏区,外城河,1,1,4
糖坊湾桥,姑苏区,外城河,1,1,5
娄门桥,姑苏区,外城河,6,5,8
相门桥,姑苏区,外城河,3,2,9
葑门桥,姑苏区,外城河,3,1,3
竹辉桥,姑苏区,外城河,4,1,4
桂花公园古城墙,姑苏区,外城河,3,3,4
南园桥,姑苏区,外城河,1,1,3
人民桥,姑苏区,外城河,2,1,7
裕棠桥,姑苏区,外城河,8,2,8
新市桥,姑苏区,外城河,7,2,10
姑胥桥,姑苏区,外城河,5,1,9
干将桥,姑苏区,外城河,4,1,15
景德桥,姑苏区,外城河,5,3,10
南新桥,姑苏区,外城河,7,5,15
吊桥,姑苏区,外城河,13,7,24
惠济桥,姑苏区,外城河,3,2,13
平门桥,姑苏区,外城河,3,2,6
,,,,,
平门桥,姑苏区,外城河,3,2,6
齐门桥,姑苏区,外城河,3,2,6
东汇公园,姑苏区,外城河,1,1,4
糖坊湾桥,姑苏区,外城河,1,1,5
娄门桥,姑苏区,外城河,6,5,8
葑门桥,姑苏区,外城河,3,1,3
相门桥,姑苏区,外城河,3,1,6
竹辉桥,姑苏区,外城河,4,1,4
人民桥,姑苏区,外城河,2,1,7
人民桥,姑苏区,外城河,2,1,7
新市桥,姑苏区,外城河,7,2,10
干将桥,姑苏区,外城河,4,1,15
干将桥,姑苏区,外城河,4,1,15
景德桥,姑苏区,外城河,5,3,10
景德桥,姑苏区,外城河,5,3,10
南新桥,姑苏区,外城河,7,5,15
南新桥,姑苏区,外城河,7,5,15
,,,,,
夏园新村东,虎丘区,9008路社区巴士,1,1,3
万科美好广场,虎丘区,9008路社区巴士,2,0,3
苏大东校区2,虎丘区,9008路社区巴士,0,0,0
葑门换乘站南,姑苏区,9008路社区巴士,0,0,0
葑门,姑苏区,9008路社区巴士,1,1,3
葑门北,姑苏区,9008路社区巴士,2,1,3
相门后庄,姑苏区,9008路社区巴士,2,1,4
相门桥,姑苏区,9008路社区巴士,3,1,6
新湘苑,姑苏区,9008路社区巴士,4,2,19
永林新村,姑苏区,9008路社区巴士,5,2,14
日规路,姑苏区,9008路社区巴士,4,2,11
娄门北,姑苏区,9008路社区巴士,6,5,6
糖坊湾,姑苏区,9008路社区巴士,2,1,5
挹秀新村,姑苏区,9008路社区巴士,2,2,6
苏州旅游集散中心北,姑苏区,9008路社区巴士,1,1,5
苏州旅游集散中心东,姑苏区,9008路社区巴士,1,1,5
挹秀新村,姑苏区,9008路社区巴士,2,2,6
糖坊湾,姑苏区,9008路社区巴士,2,1,5
娄门北,姑苏区,9008路社区巴士,6,5,6
日规路,姑苏区,9008路社区巴士,4,2,11
永林新村,姑苏区,9008路社区巴士,5,2,11
新湘苑,姑苏区,9008路社区巴士,4,2,19
相门桥,姑苏区,9008路社区巴士,3,1,6
相门后庄,姑苏区,9008路社区巴士,2,1,4
葑门北,姑苏区,9008路社区巴士,2,1,3
葑门,姑苏区,9008路社区巴士,1,1,3
葑门换乘站南,姑苏区,9008路社区巴士,0,0,0
苏大东校区,虎丘区,9008路社区巴士,0,0,0
夏园新村,虎丘区,9008路社区巴士,0,0,0
中新大道西星杭街东,虎丘区,9008路社区巴士,0,0,0
,,,,,
吊桥,姑苏区,古运河,13,7,24
渡僧桥,姑苏区,古运河,11,6,24
广济桥,姑苏区,古运河,13,4,20
上津桥,姑苏区,古运河,7,2,17
永津桥,姑苏区,古运河,7,7,10
福德桥,姑苏区,古运河,8,6,9
下津桥,姑苏区,古运河,2,1,8
来凤桥,姑苏区,古运河,2,1,8
江枫桥码头,姑苏区,古运河,4,1,7
寒山楼码头,姑苏区,古运河,6,6,7
枫桥夜泊,姑苏区,古运河,6,6,6
何山桥,姑苏区,古运河,5,1,6
,,,,,
何山桥,姑苏区,枫桥路,5,1,6
自在门,姑苏区,枫桥路,6,4,7
寒山楼码头,姑苏区,枫桥路,6,6,7
,,,,,
广济桥,姑苏区,古运河,3,4,20
永津桥,姑苏区,古运河,7,7,10
永津桥东,姑苏区,古运河,6,4,8
,,,,,
吊桥,姑苏区,山塘河,13,7,24
山塘桥,姑苏区,山塘河,10,8,20
通贵桥,姑苏区,山塘河,12,7,18
新民桥,姑苏区,山塘河,12,3,17
星桥,姑苏区,山塘河,6,1,19
万福桥,姑苏区,山塘河,6,4,10
彩云桥,姑苏区,山塘河,9,5,11
普济桥,姑苏区,山塘河,4,4,9
虎阜桥,姑苏区,山塘河,8,2,12
望山桥,姑苏区,山塘河,9,6,13
西山庙桥,姑苏区,山塘河,8,4,12
金鸡墩景区,姑苏区,山塘河,0,0,0
白洋湾公园,姑苏区,山塘河,0,0,0
,,,,,
西山庙桥,姑苏区,山塘河,8,4,12
云岩桥,姑苏区,山塘河,8,6,12
斟酌桥,姑苏区,山塘河,9,5,12
虎阜桥,姑苏区,山塘河,8,2,12
,,,,,
斟酌桥,姑苏区,山塘河,9,5,12
望山桥,姑苏区,山塘河,9,6,12
,,,,,
西山庙桥,姑苏区,山塘河,8,4,12
松风桥,姑苏区,山塘河,10,7,12
海涌桥,姑苏区,山塘河,11,8,12
塔影桥,姑苏区,山塘河,8,7,12
斟酌桥,姑苏区,山塘河,9,5,12
,,,,,
云岩桥,姑苏区,山塘河,8,6,12
虎丘北门,姑苏区,山塘河,8,2,12
,,,,,
西山庙桥,姑苏区,山塘河,8,4,12
花神殿,姑苏区,山塘河,7,3,12
花神苑北,姑苏区,山塘河,7,3,12
,,,,,
云岩桥,姑苏区,十字洋河,8,6,12
新塘桥,姑苏区,十字洋河,2,0,9
新塘桥东,姑苏区,十字洋河,1,0,6
观园桥,姑苏区,十字洋河,0,0,5
安阜桥,姑苏区,十字洋河,0,0,6
十字洋河桥,姑苏区,十字洋河,0,0,4
钱万里桥,姑苏区,十字洋河,1,0,3
平门桥,姑苏区,十字洋河,3,2,6
,,,,,
钱万里桥,姑苏区,十字洋河,1,0,3
观园桥,姑苏区,十字洋河,0,0,5
新塘桥东,姑苏区,十字洋河,1,0,6
联城桥,姑苏区,十字洋河,0,0,0
虎丘湿地公园,姑苏区,十字洋河,0,0,0
,,,,,
姑胥桥,姑苏区,胥江,9,3,13
泰让桥,姑苏区,胥江,2,1,8
桐馨桥,姑苏区,胥江,0,0,0
唐胥桥,姑苏区,胥江,0,0,0
,,,,,
苏安首末站,姑苏区,9009路,1,0,1
向阳桥,姑苏区,9009路,3,2,3
娄门,姑苏区,9009路,4,3,7
北园新村北,姑苏区,9009路,4,0,7
北园路,姑苏区,9009路,5,0,9
百家巷,姑苏区,9009路,6,3,8
北园新村,姑苏区,9009路,6,3,8
娄门,姑苏区,9009路,4,3,7
北张家巷,姑苏区,9009路,8,3,19
东园,姑苏区,9009路,8,3,19
平江路站,姑苏区,9009路,12,3,13
狮子林南,姑苏区,9009路,10,4,17
市立医院东区,姑苏区,9009路,10,4,29
北寺塔,姑苏区,9009路,4,1,14
北寺塔东,姑苏区,9009路,3,3,11
皮市街北,姑苏区,9009路,9,2,13
苏州博物馆,姑苏区,9009路,11,4,26
狮子林南,姑苏区,9009路,10,4,17
平江路,姑苏区,9009路,12,3,13
东园,姑苏区,9009路,8,3,19
北张家巷,姑苏区,9009路,8,3,19
向阳桥,姑苏区,9009路,3,2,3
苏安新村,姑苏区,9009路,0,0,3
,,,,,
轮船码头首末站,姑苏区,夜专3路,1,1,6
南门,姑苏区,夜专3路,5,0,7
南园新村北,姑苏区,夜专3路,4,0,9
盘门景区北,姑苏区,夜专3路,9,4,13
新市桥游船码头,姑苏区,夜专3路,3,3,7
胥门,姑苏区,夜专3路,2,1,10
姑胥桥,姑苏区,夜专3路,9,3,13
吉庆街,姑苏区,夜专3路,9,3,14
学士街南,姑苏区,夜专3路,8,4,13
学士街北,姑苏区,夜专3路,2,0,18
儿童医院景德路院区,姑苏区,夜专3路,12,3,22
察院场,姑苏区,夜专3路,12,4,22
乐桥北,姑苏区,夜专3路,10,4,19
养育巷,姑苏区,夜专3路,7,1,15
干将路,姑苏区,夜专3路,11,7,19
司前街,姑苏区,夜专3路,8,5,19
东大街,姑苏区,夜专3路,5,3,15
南园新村北,姑苏区,夜专3路,6,0,12
南门,姑苏区,夜专3路,5,0,7
人民桥,姑苏区,夜专3路,2,1,7
轮船码头首末站,姑苏区,夜专3路,1,1,6
,,,,,
解放西路换乘枢纽站,姑苏区,970路(西线),0,0,0
唐寅园,姑苏区,970路(西线),0,0,0
桐泾公园西,姑苏区,970路(西线),0,0,0
友新新村,姑苏区,970路(西线),0,0,0
解放新村,姑苏区,970路(西线),0,0,0
新市桥南,姑苏区,970路(西线),5,1,9
新市桥游船码头,姑苏区,970路(西线),3,3,7
胥门,姑苏区,970路(西线),2,1,10
小日晖桥,姑苏区,970路(西线),1,1,9
阊胥路,姑苏区,970路(西线),1,0,2
广济南路,姑苏区,970路(西线),0,0,2
广济桥(石路),姑苏区,970路(西线),6,3,13
金阊实验小学,姑苏区,970路(西线),8,5,13
山塘街,姑苏区,970路(西线),7,3,11
市立医院北区,姑苏区,970路(西线),8,2,14
清塘新村,姑苏区,970路(西线),3,0,9
塔影河桥,姑苏区,970路(西线),0,0,1
平川路江星路东,姑苏区,970路(西线),0,0,0
苏州平江医院,姑苏区,970路(西线),0,0,0
平川路广济北路东,姑苏区,970路(西线),0,0,1
平川路人民路西,姑苏区,970路(西线),0,0,1
姑苏区行政中心东,姑苏区,970路(西线),0,0,1
锦宙桥,姑苏区,970路(西线),0,0,1
油车桥西,姑苏区,970路(西线),0,0,1
梅莲桥西,姑苏区,970路(西线),0,0,1
官渎里,姑苏区,970路(西线),0,0,1
苏安新村,姑苏区,970路(西线),0,0,3
向阳桥,姑苏区,970路(西线),3,2,3
娄门桥,姑苏区,970路(西线),6,6,6
日规路,姑苏区,970路(西线),4,2,11
永林新村,姑苏区,970路(西线),5,2,14
新湘苑,姑苏区,970路(西线),4,2,19
相门桥,姑苏区,970路(西线),3,1,6
相门后庄,姑苏区,970路(西线),2,1,4
葑门北,姑苏区,970路(西线),2,1,3
葑门西街,姑苏区,970路(西线),1,1,4
觅渡桥北,姑苏区,970路(西线),3,3,3
觅渡桥西,姑苏区,970路(西线),3,2,3
南园桥西,姑苏区,970路(西线),1,1,1
人民桥东,姑苏区,970路(西线),1,1,2
裕棠桥,姑苏区,970路(西线),8,2,8
盘门,姑苏区,970路(西线),5,3,5
解放新村,姑苏区,970路(西线),0,0,0
友新新村,姑苏区,970路(西线),0,0,0
桐泾公园西,姑苏区,970路(西线),0,0,0
解放西路换乘枢纽站,姑苏区,970路(西线),0,0,0
,,,,,
宝带西路首末站,姑苏区,915路,0,0,0
锦沧名苑西,姑苏区,915路,0,0,0
中医院,姑苏区,915路,0,0,0
沧浪新城第二实小,姑苏区,915路,0,0,0
鸿志桥,姑苏区,915路,0,0,0
福运公寓,姑苏区,915路,0,0,0
梅亭苑,姑苏区,915路,0,0,0
唐胥桥,姑苏区,915路,0,0,0
劳动路实验小学校,姑苏区,915路,0,0,0
胥涛路静岸街,姑苏区,915路,0,0,0
桐馨桥北,姑苏区,915路,0,0,0
彩虹新村东,姑苏区,915路,0,0,0
彩香新村西,姑苏区,915路,0,0,0
彩香新村北,姑苏区,915路,0,0,0
烽火路北,姑苏区,915路,0,0,0
广济南路,姑苏区,915路,0,0,0
石路老街坊,姑苏区,915路,3,1,7
慈济,姑苏区,915路,12,6,21
儿童医院景德路院区,姑苏区,915路,12,3,22
宋仙洲巷,姑苏区,915路,5,0,13
光华中学,姑苏区,915路,6,4,12
桃花坞,姑苏区,915路,6,4,15
平四路,姑苏区,915路,5,2,11
平川路人民路西,姑苏区,915路,0,0,1
平川路广济北路东,姑苏区,915路,0,0,1
苏锦二村东,姑苏区,915路,0,0,0
苏锦,姑苏区,915路,0,0,0
山花桥南,姑苏区,915路,0,0,0
