前一节点,后一节点,线路名称,票价,区域属性,间距(km)
市立医院东区,接驾桥,313路,2,姑苏区,
接驾桥,察院场观前街西,313路,2,姑苏区,
察院场观前街西,乐桥北,313路,2,姑苏区,
乐桥北,养育巷,313路,2,姑苏区,
养育巷,学士街,313路,2,姑苏区,
学士街,小日晖桥北,313路,2,姑苏区,
小日晖桥北,爱河桥,313路,2,姑苏区,
爱河桥,石路南,313路,2,姑苏区,
石路南,朱家庄新村,313路,2,姑苏区,
朱家庄新村,水云桥东,313路,2,姑苏区,
水云桥东,水云桥西,313路,2,姑苏区,
水云桥西,三元二村,313路,2,姑苏区,
三元二村,寒山寺南,313路,2,姑苏区,
寒山寺南,苏科大·江苏苏州干部学院,313路,2,姑苏区,
苏科大·江苏苏州干部学院,何山花园,313路,2,虎丘区,
何山花园,水洲饭店,313路,2,虎丘区,
水洲饭店,和乐家园南,313路,2,虎丘区,
和乐家园南,狮山新苑,313路,2,虎丘区,
狮山新苑,狮山新苑西,313路,2,虎丘区,
狮山新苑西,新草桥中学(招呼站),313路,2,虎丘区,
新草桥中学(招呼站),苏州实验中学,313路,2,虎丘区,
苏州实验中学,狮子山东,313路,2,虎丘区,
狮子山东,御花园,313路,2,虎丘区,
御花园,馨泰花园西出口,313路,2,虎丘区,
馨泰花园西出口,新区一中,313路,2,虎丘区,
新区一中,新升新苑南,313路,2,虎丘区,
,,,,,
官渎里立交换乘枢纽站,官渎里立交桥,31路,2,虎丘区,
官渎里立交桥,齐门北,31路,2,姑苏区,
齐门北,平齐花苑,31路,2,姑苏区,
平齐花苑,平门东,31路,2,姑苏区,
平门东,平门西,31路,2,姑苏区,
平门西,平四路,31路,2,姑苏区,
平四路,桃花坞,31路,2,姑苏区,
桃花坞,光华中学,31路,2,姑苏区,
光华中学,皋桥,31路,2,姑苏区,
皋桥,阊门横街,31路,2,姑苏区,
阊门横街,上塘街,31路,2,姑苏区,
上塘街,广济桥(石路),31路,2,姑苏区,
广济桥(石路),朱家庄新村,31路,2,姑苏区,
朱家庄新村,水云桥东,31路,2,姑苏区,
水云桥东,水云桥西,31路,2,姑苏区,
水云桥西,三元二村,31路,2,姑苏区,
三元二村,寒山寺南,31路,2,姑苏区,
寒山寺南,苏科大·江苏苏州干部学院,31路,2,姑苏区,
苏科大·江苏苏州干部学院,何山花园,31路,2,虎丘区,
何山花园,金狮大厦,31路,2,虎丘区,
金狮大厦,锦华苑,31路,2,虎丘区,
锦华苑,新地中心,31路,2,虎丘区,
新地中心,名馨花园东,31路,2,虎丘区,
名馨花园东,名馨花园,31路,2,虎丘区,
名馨花园,明基医院,31路,2,虎丘区,
明基医院,明基医院西,31路,2,虎丘区,
明基医院西,富士胶片,31路,2,虎丘区,
富士胶片,山水华庭,31路,2,虎丘区,
山水华庭,金长路长江路西,31路,2,吴中区,
金长路长江路西,木渎南行实验学校,31路,2,吴中区,
木渎南行实验学校,花苑东路东,31路,2,吴中区,
花苑东路东,袁家浜,31路,2,吴中区,
袁家浜,中山东路枫瑞路,31路,2,吴中区,
中山东路枫瑞路,中山东路珠江路东,31路,2,吴中区,
中山东路珠江路东,金枫立交东,31路,2,吴中区,
金枫立交东,金枫立交西,31路,2,吴中区,
,,,,,
苏州大学本部,苏大附一院十梓街院区,9006路区间,2,姑苏区,
苏大附一院十梓街院区,网师园西,9006路区间,2,姑苏区,
网师园西,南林饭店,9006路区间,2,姑苏区,
南林饭店,三元坊(十全街),9006路区间,2,姑苏区,
三元坊(十全街),苏州图书馆,9006路区间,2,姑苏区,
苏州图书馆,饮马桥东,9006路区间,2,姑苏区,
饮马桥东,平直实小东,9006路区间,2,姑苏区,
平直实小东,苏大附一院十梓街院区,9006路区间,2,姑苏区,
苏大附一院十梓街院区,苏州大学本部,9006路区间,2,姑苏区,
,,,,,
国际教育园北区首末站,经贸学院东,305路,2,虎丘区,
经贸学院东,苏州技师学院,305路,2,虎丘区,
苏州技师学院,铁师二桥,305路,2,虎丘区,
铁师二桥,苏州技师学院东,305路,2,虎丘区,
苏州技师学院东,致和桥,305路,2,虎丘区,
致和桥,卫生学院石湖校区西,305路,2,虎丘区,
卫生学院石湖校区西,学府花苑北,305路,2,虎丘区,
学府花苑北,福运路吴中西路南,305路,2,虎丘区,
福运路吴中西路南,福运公寓,305路,2,姑苏区,
福运公寓,梅亭苑,305路,2,姑苏区,
梅亭苑,唐寅园,305路,2,姑苏区,
唐寅园,桐泾公园,305路,2,姑苏区,
桐泾公园,胥江路,305路,2,姑苏区,
胥江路,胥虹苑,305路,2,姑苏区,
胥虹苑,胥江新村,305路,2,姑苏区,
胥江新村,新市桥西,305路,2,姑苏区,
新市桥西,盘门景区北,305路,2,姑苏区,
盘门景区北,东大街,305路,2,姑苏区,
东大街,司前街,305路,2,姑苏区,
司前街,干将路,305路,2,姑苏区,
干将路,景德路,305路,2,姑苏区,
景德路,察院场,305路,2,姑苏区,
察院场,察院场观前街西,305路,2,姑苏区,
察院场观前街西,接驾桥,305路,2,姑苏区,
接驾桥,北寺塔,305路,2,姑苏区,
北寺塔,皮市街北,305路,2,姑苏区,
皮市街北,苏州博物馆,305路,2,姑苏区,
苏州博物馆,狮子林南,305路,2,姑苏区,
狮子林南,平江路,305路,2,姑苏区,
平江路,东园,305路,2,姑苏区,
东园,北张家巷,305路,2,姑苏区,
北张家巷,向阳桥,305路,2,姑苏区,
向阳桥,苏安新村,305路,2,姑苏区,
苏安新村,官渎里立交桥东,305路,2,虎丘区,
官渎里立交桥东,官渎桥东,305路,2,虎丘区,
,,,,,
梅亭苑,唐胥桥,40路(东线),2,姑苏区,
唐胥桥,索山桥南,40路(东线),2,姑苏区,
索山桥南,五环桥,40路(东线),2,姑苏区,
五环桥,体育中心,40路(东线),2,姑苏区,
体育中心,附二医院,40路(东线),2,姑苏区,
附二医院,彩虹新村,40路(东线),2,姑苏区,
彩虹新村,彩香新村,40路(东线),2,姑苏区,
彩香新村,三香广场,40路(东线),2,姑苏区,
三香广场,三香新村,40路(东线),2,姑苏区,
三香新村,三香公园,40路(东线),2,姑苏区,
三香公园,姑胥桥,40路(东线),2,姑苏区,
姑胥桥,吉利桥,40路(东线),2,姑苏区,
吉利桥,市立医院本部,40路(东线),2,姑苏区,
市立医院本部,平直实小东,40路(东线),2,姑苏区,
平直实小东,苏大附一院十梓街院区西,40路(东线),2,姑苏区,
苏大附一院十梓街院区西,双塔,40路(东线),2,姑苏区,
双塔,相门,40路(东线),2,姑苏区,
相门,苏大理想眼科医院,40路(东线),2,姑苏区,
苏大理想眼科医院,苏大北校区东,40路(东线),2,姑苏区,
苏大北校区东,相门新村,40路(东线),2,姑苏区,
相门新村,现代大道西,40路(东线),2,姑苏区,
现代大道西,东港新村2,40路(东线),2,姑苏区,
东港新村2,向阳桥南,40路(东线),2,姑苏区,
向阳桥南,向阳桥北,40路(东线),2,姑苏区,
向阳桥北,向阳桥,40路(东线),2,姑苏区,
向阳桥,娄门,40路(东线),2,姑苏区,
娄门,北园新村北,40路(东线),2,姑苏区,
北园新村北,北园路,40路(东线),2,姑苏区,
北园路,齐门东,40路(东线),2,姑苏区,
齐门东,齐门,40路(东线),2,姑苏区,
齐门,苏州旅游集散中心北,40路(东线),2,姑苏区,
苏州旅游集散中心北,苏州旅游集散中心,40路(东线),2,姑苏区,
苏州旅游集散中心,苏州站南广场,40路(东线),2,姑苏区,
苏州站南广场,钱万里桥北,40路(东线),2,姑苏区,
钱万里桥北,清塘新村北,40路(东线),2,姑苏区,
清塘新村北,半塘,40路(东线),2,姑苏区,
半塘,玻纤路,40路(东线),2,姑苏区,
玻纤路,仁安街,40路(东线),2,姑苏区,
仁安街,西园路东,40路(东线),2,姑苏区,
西园路东,苏州农学院,40路(东线),2,姑苏区,
苏州农学院,西园路中,40路(东线),2,姑苏区,
西园路中,西园路西,40路(东线),2,姑苏区,
西园路西,闻钟苑,40路(东线),2,姑苏区,
闻钟苑,来凤桥,40路(东线),2,姑苏区,
来凤桥,寒山寺南,40路(东线),2,姑苏区,
寒山寺南,今日家园,40路(东线),2,姑苏区,
今日家园,时代花园,40路(东线),2,虎丘区,
时代花园,格林花园,40路(东线),2,虎丘区,
格林花园,塔院路邓尉路北,40路(东线),2,虎丘区,
塔院路邓尉路北,桃园度假村,40路(东线),2,虎丘区,
桃园度假村,新地中心北,40路(东线),2,虎丘区,
新地中心北,锦华苑,40路(东线),2,虎丘区,
锦华苑,新城花园酒店,40路(东线),2,虎丘区,
新城花园酒店,体育中心,40路(东线),2,虎丘区,
体育中心,五环桥,40路(东线),2,姑苏区,
五环桥,索山桥南,40路(东线),2,姑苏区,
索山桥南,唐胥桥,40路(东线),2,姑苏区,
唐胥桥,梅亭苑,40路(东线),2,姑苏区,
,,,,,
国际教育园南区首末站,旅游财经校,514路,2,吴中区,
旅游财经校,建设交通校,514路,2,吴中区,
建设交通校,职业大学,514路,2,吴中区,
职业大学,江苏省外国语学校,514路,2,吴中区,
江苏省外国语学校,圣陶路,514路,2,吴中区,
圣陶路,莫舍桥东,514路,2,吴中区,
莫舍桥东,蠡墅立交桥西,514路,2,吴中区,
蠡墅立交桥西,彭泾,514路,2,吴中区,
彭泾,吴中大道长蠡路,514路,2,吴中区,
吴中大道长蠡路,大龙江桥,514路,2,吴中区,
大龙江桥,南湖路红庄,514路,2,吴中区,
南湖路红庄,枫津南路港巷路,514路,2,吴中区,
枫津南路港巷路,城南卫生院,514路,2,吴中区,
城南卫生院,桂苑小区,514路,2,吴中区,
桂苑小区,大华酒店用品市场,514路,2,吴中区,
大华酒店用品市场,适新科技,514路,2,吴中区,
适新科技,迎春南路石湖路北,514路,2,吴中区,
迎春南路石湖路北,澹台湖大桥,514路,2,吴中区,
澹台湖大桥,文曲路,514路,2,吴中区,
文曲路,迎春路宝带东路北,514路,2,吴中区,
迎春路宝带东路北,迎春路吴中东路,514路,2,吴中区,
迎春路吴中东路,汽车南站,514路,2,姑苏区,
汽车南站,翠园新村,514路,2,姑苏区,
翠园新村,南园桥北,514路,2,姑苏区,
南园桥北,桂花新村北,514路,2,姑苏区,
桂花新村北,桂花公园,514路,2,姑苏区,
桂花公园,葑门西街,514路,2,姑苏区,
葑门西街,葑门北,514路,2,姑苏区,
葑门北,相门后庄,514路,2,姑苏区,
相门后庄,相门桥,514路,2,姑苏区,
相门桥,新湘苑,514路,2,姑苏区,
新湘苑,永林新村,514路,2,姑苏区,
永林新村,日规路,514路,2,姑苏区,
日规路,娄门桥,514路,2,姑苏区,
娄门桥,向阳路,514路,2,姑苏区,
向阳路,苏安新村,514路,2,姑苏区,
苏安新村,官渎里立交桥,514路,2,姑苏区,
,,,,,
津梁街首末站,东湖林语,47路,3,吴中区,
东湖林语,西交大苏州附中北,47路,3,吴中区,
西交大苏州附中北,园区二实小北,47路,3,吴中区,
园区二实小北,东城郡南,47路,3,吴中区,
东城郡南,湖东邻里中心北,47路,3,吴中区,
湖东邻里中心北,会心街,47路,3,吴中区,
会心街,圆融大厦,47路,3,吴中区,
圆融大厦,园区行政中心,47路,3,吴中区,
园区行政中心,九龙医院南,47路,3,吴中区,
九龙医院南,现代大道星湖街,47路,3,吴中区,
现代大道星湖街,国际博览中心东,47路,3,吴中区,
国际博览中心东,国际博览中心,47路,3,吴中区,
国际博览中心,艺术中心北,47路,3,吴中区,
艺术中心北,凤鸣街南,47路,3,吴中区,
凤鸣街南,沁苑小区,47路,3,吴中区,
沁苑小区,沁苑邻里中心,47路,3,吴中区,
沁苑邻里中心,苏州中心北,47路,3,吴中区,
苏州中心北,国际大厦,47路,3,吴中区,
国际大厦,国际大厦西,47路,3,吴中区,
国际大厦西,四季新家园,47路,3,吴中区,
四季新家园,师惠邻里中心,47路,3,吴中区,
师惠邻里中心,星海公园,47路,3,吴中区,
星海公园,星海学校东,47路,3,吴中区,
星海学校东,星海学校西,47路,3,吴中区,
星海学校西,宜家公寓,47路,3,吴中区,
宜家公寓,夏园新村,47路,3,吴中区,
夏园新村,万科美好广场,47路,3,虎丘区,
万科美好广场,苏大东校区2,47路,3,虎丘区,
苏大东校区2,葑门换乘站南,47路,3,虎丘区,
葑门换乘站南,葑门,47路,3,姑苏区,
葑门,葑门西街,47路,3,姑苏区,
葑门西街,觅渡桥北,47路,3,姑苏区,
觅渡桥北,觅渡桥西,47路,3,姑苏区,
觅渡桥西,南园桥西,47路,3,姑苏区,
南园桥西,人民桥东,47路,3,姑苏区,
人民桥东,裕棠桥,47路,3,姑苏区,
裕棠桥,盘门,47路,3,姑苏区,
盘门,盘溪新村,47路,3,姑苏区,
盘溪新村,友联新村北,47路,3,姑苏区,
友联新村北,友联新村南,47路,3,姑苏区,
友联新村南,福星小区东,47路,3,姑苏区,
福星小区东,友联二村,47路,3,姑苏区,
友联二村,吴中西路友新路西,47路,3,姑苏区,
吴中西路友新路西,中医院,47路,3,姑苏区,
中医院,前范村,47路,3,姑苏区,
前范村,宝带西路福运路东,47路,3,姑苏区,
宝带西路福运路东,学府花苑北,47路,3,虎丘区,
学府花苑北,卫生学院石湖校区西,47路,3,虎丘区,
卫生学院石湖校区西,致和桥,47路,3,虎丘区,
致和桥,宝带西路科锐路西,47路,3,虎丘区,
宝带西路科锐路西,宝带路科惠路北,47路,3,虎丘区,
宝带路科惠路北,经贸学院东,47路,3,虎丘区,
经贸学院东,国际教育园北区首末站,47路,3,虎丘区,
,,,,,
南环桥,杨枝塘东,9010路社区巴士,1,姑苏区,
杨枝塘东,东振路西,9010路社区巴士,1,虎丘区,
东振路西,金鸡湖大道西,9010路社区巴士,1,虎丘区,
金鸡湖大道西,葑门换乘站南,9010路社区巴士,1,虎丘区,
葑门换乘站南,葑门,9010路社区巴士,1,姑苏区,
葑门,葑门西街,9010路社区巴士,1,姑苏区,
葑门西街,桂花公园,9010路社区巴士,1,姑苏区,
桂花公园,振华中学西,9010路社区巴士,1,姑苏区,
振华中学西,苏州饭店,9010路社区巴士,1,姑苏区,
苏州饭店,网师园西,9010路社区巴士,1,姑苏区,
网师园西,苏大附一院十梓街院区西,9010路社区巴士,1,姑苏区,
苏大附一院十梓街院区西,双塔2,9010路社区巴士,1,姑苏区,
双塔2,大公园,9010路社区巴士,1,姑苏区,
大公园,苏州图书馆,9010路社区巴士,1,姑苏区,
苏州图书馆,三元坊,9010路社区巴士,1,姑苏区,
三元坊,工人文化宫,9010路社区巴士,1,姑苏区,
工人文化宫,南门,9010路社区巴士,1,姑苏区,
南门,人民桥南,9010路社区巴士,1,姑苏区,
人民桥南,团结桥东,9010路社区巴士,1,姑苏区,
团结桥东,南环新村,9010路社区巴士,1,姑苏区,
南环新村,汽车南站东,9010路社区巴士,1,姑苏区,
汽车南站东,南环桥,9010路社区巴士,1,姑苏区,
,,,,,
平门桥,齐门桥,外城河,1,姑苏区,
齐门桥,东汇公园,外城河,1,姑苏区,
东汇公园,糖坊湾桥,外城河,1,姑苏区,
糖坊湾桥,娄门桥,外城河,1,姑苏区,
娄门桥,相门桥,外城河,1,姑苏区,
相门桥,葑门桥,外城河,1,姑苏区,
葑门桥,竹辉桥,外城河,1,姑苏区,
竹辉桥,桂花公园古城墙,外城河,1,姑苏区,
桂花公园古城墙,南园桥,外城河,1,姑苏区,
南园桥,人民桥,外城河,1,姑苏区,
人民桥,裕棠桥,外城河,1,姑苏区,
裕棠桥,新市桥,外城河,1,姑苏区,
新市桥,姑胥桥,外城河,1,姑苏区,
姑胥桥,干将桥,外城河,1,姑苏区,
干将桥,景德桥,外城河,1,姑苏区,
景德桥,南新桥,外城河,1,姑苏区,
南新桥,吊桥,外城河,1,姑苏区,
吊桥,惠济桥,外城河,1,姑苏区,
惠济桥,平门桥,外城河,1,姑苏区,
,,,,,
平门桥,平门东,外城河,1,姑苏区,
齐门桥,齐门,外城河,1,姑苏区,
东汇公园,糖坊湾,外城河,1,姑苏区,
糖坊湾桥,糖坊湾,外城河,1,姑苏区,
娄门桥,娄门,外城河,1,姑苏区,
葑门桥,葑门北,外城河,1,姑苏区,
相门桥,相门,外城河,1,姑苏区,
竹辉桥,桂花公园,外城河,1,姑苏区,
竹辉桥,觅渡桥北,外城河,1,姑苏区,
南园桥,觅渡桥西,外城河,1,姑苏区,
南园桥,南园桥西,外城河,1,姑苏区,
人民桥,人民桥南,外城河,1,姑苏区,
人民桥,人民桥南,外城河,1,姑苏区,
人民桥,轮船码头首末站,外城河,1,姑苏区,
新市桥,新市桥西,外城河,1,姑苏区,
干将桥,烽火路北,外城河,1,姑苏区,
干将桥,学士街,外城河,1,姑苏区,
景德桥,慈济,外城河,1,姑苏区,
景德桥,石路老街坊,外城河,1,姑苏区,
南新桥,爱河桥,外城河,1,姑苏区,
南新桥,石路南,外城河,1,姑苏区,
,,,,,
夏园新村东,万科美好广场,9008路社区巴士,2,虎丘区,
万科美好广场,苏大东校区2,9008路社区巴士,2,虎丘区,
苏大东校区2,葑门换乘站南,9008路社区巴士,2,虎丘区,
葑门换乘站南,葑门,9008路社区巴士,2,姑苏区,
葑门,葑门北,9008路社区巴士,2,姑苏区,
葑门北,相门后庄,9008路社区巴士,2,姑苏区,
相门后庄,相门桥,9008路社区巴士,2,姑苏区,
相门桥,新湘苑,9008路社区巴士,2,姑苏区,
新湘苑,永林新村,9008路社区巴士,2,姑苏区,
永林新村,日规路,9008路社区巴士,2,姑苏区,
日规路,娄门北,9008路社区巴士,2,姑苏区,
娄门北,糖坊湾,9008路社区巴士,2,姑苏区,
糖坊湾,挹秀新村,9008路社区巴士,2,姑苏区,
挹秀新村,苏州旅游集散中心北,9008路社区巴士,2,姑苏区,
苏州旅游集散中心北,苏州旅游集散中心东,9008路社区巴士,2,姑苏区,
苏州旅游集散中心东,挹秀新村,9008路社区巴士,2,姑苏区,
挹秀新村,糖坊湾,9008路社区巴士,2,姑苏区,
糖坊湾,娄门北,9008路社区巴士,2,姑苏区,
娄门北,日规路,9008路社区巴士,2,姑苏区,
日规路,永林新村,9008路社区巴士,2,姑苏区,
永林新村,新湘苑,9008路社区巴士,2,姑苏区,
新湘苑,相门桥,9008路社区巴士,2,姑苏区,
相门桥,相门后庄,9008路社区巴士,2,姑苏区,
相门后庄,葑门北,9008路社区巴士,2,姑苏区,
葑门北,葑门,9008路社区巴士,2,姑苏区,
葑门,葑门换乘站南,9008路社区巴士,2,姑苏区,
葑门换乘站南,苏大东校区,9008路社区巴士,2,姑苏区,
苏大东校区,夏园新村,9008路社区巴士,2,虎丘区,
夏园新村,中新大道西星杭街东,9008路社区巴士,2,虎丘区,
,,,,,
吊桥,渡僧桥,古运河,1,姑苏区,
渡僧桥,广济桥,古运河,1,姑苏区,
广济桥,上津桥,古运河,1,姑苏区,
上津桥,永津桥,古运河,1,姑苏区,
永津桥,福德桥,古运河,1,姑苏区,
福德桥,下津桥,古运河,1,姑苏区,
下津桥,来凤桥,古运河,1,姑苏区,
来凤桥,江枫桥码头,古运河,1,姑苏区,
江枫桥码头,寒山楼码头,古运河,1,姑苏区,
寒山楼码头,枫桥夜泊,古运河,1,姑苏区,
枫桥夜泊,何山桥,古运河,1,姑苏区,
,,,,,
下津桥,西园路东,丰乐弄,1,姑苏区,
下津桥,苏州农学院,丰乐弄,1,姑苏区,
,,,,,
何山桥,自在门,枫桥路,1,姑苏区,
自在门,寒山楼码头,枫桥路,1,姑苏区,
,,,,,
广济桥,广济桥(石路),古运河,1,姑苏区,
永津桥,永津桥东,古运河,1,姑苏区,
,,,,,
吊桥,山塘桥,山塘河,1,姑苏区,
山塘桥,通贵桥,山塘河,1,姑苏区,
通贵桥,新民桥,山塘河,1,姑苏区,
新民桥,星桥,山塘河,1,姑苏区,
星桥,万福桥,山塘河,1,姑苏区,
万福桥,彩云桥,山塘河,1,姑苏区,
彩云桥,普济桥,山塘河,1,姑苏区,
普济桥,虎阜桥,山塘河,1,姑苏区,
虎阜桥,望山桥,山塘河,1,姑苏区,
望山桥,西山庙桥,山塘河,1,姑苏区,
西山庙桥,金鸡墩景区,山塘河,1,姑苏区,
金鸡墩景区,白洋湾公园,山塘河,1,姑苏区,
,,,,,
西山庙桥,云岩桥,山塘河,1,姑苏区,
云岩桥,斟酌桥,山塘河,1,姑苏区,
斟酌桥,虎阜桥,山塘河,1,姑苏区,
,,,,,
斟酌桥,望山桥,山塘河,1,姑苏区,
,,,,,
西山庙桥,松风桥,山塘河,1,姑苏区,
松风桥,海涌桥,山塘河,1,姑苏区,
海涌桥,塔影桥,山塘河,1,姑苏区,
塔影桥,斟酌桥,山塘河,1,姑苏区,
,,,,,
云岩桥,虎丘北门,山塘河,1,姑苏区,
,,,,,
西山庙桥,花神殿,山塘河,1,姑苏区,
花神殿,花神苑北,山塘河,1,姑苏区,
,,,,,
云岩桥,新塘桥,十字洋河,1,姑苏区,
新塘桥,新塘桥东,十字洋河,1,姑苏区,
新塘桥东,观园桥,十字洋河,1,姑苏区,
观园桥,安阜桥,十字洋河,1,姑苏区,
安阜桥,十字洋河桥,十字洋河,1,姑苏区,
十字洋河桥,钱万里桥,十字洋河,1,姑苏区,
钱万里桥,平门桥,十字洋河,1,姑苏区,
,,,,,
钱万里桥,钱万里桥北,十字洋河,1,姑苏区,
观园桥,平河路江星路西,十字洋河,1,姑苏区,
新塘桥东,联城桥,十字洋河,1,姑苏区,
联城桥,虎丘湿地公园,十字洋河,1,姑苏区,
,,,,,
姑胥桥,泰让桥,胥江,1,姑苏区,
泰让桥,桐馨桥,胥江,1,姑苏区,
桐馨桥,唐胥桥,胥江,1,姑苏区,
,,,,,
苏安首末站,向阳桥,9009路,1,姑苏区,
向阳桥,娄门,9009路,1,姑苏区,
娄门,北园新村北,9009路,1,姑苏区,
北园新村北,北园路,9009路,1,姑苏区,
北园路,百家巷,9009路,1,姑苏区,
百家巷,北园新村,9009路,1,姑苏区,
北园新村,娄门,9009路,1,姑苏区,
娄门,北张家巷,9009路,1,姑苏区,
北张家巷,东园,9009路,1,姑苏区,
东园,平江路站,9009路,1,姑苏区,
平江路站,狮子林南,9009路,1,姑苏区,
狮子林南,市立医院东区,9009路,1,姑苏区,
市立医院东区,北寺塔,9009路,1,姑苏区,
北寺塔,北寺塔东,9009路,1,姑苏区,
北寺塔东,皮市街北,9009路,1,姑苏区,
皮市街北,苏州博物馆,9009路,1,姑苏区,
苏州博物馆,狮子林南,9009路,1,姑苏区,
狮子林南,平江路,9009路,1,姑苏区,
平江路,东园,9009路,1,姑苏区,
东园,北张家巷,9009路,1,姑苏区,
北张家巷,向阳桥,9009路,1,姑苏区,
向阳桥,苏安新村,9009路,1,姑苏区,
,,,,,
轮船码头首末站,南门,夜专3路,1,姑苏区,
南门,南园新村北,夜专3路,1,姑苏区,
南园新村北,盘门景区北,夜专3路,1,姑苏区,
盘门景区北,新市桥游船码头,夜专3路,1,姑苏区,
新市桥游船码头,胥门,夜专3路,1,姑苏区,
胥门,姑胥桥,夜专3路,1,姑苏区,
姑胥桥,吉庆街,夜专3路,1,姑苏区,
吉庆街,学士街南,夜专3路,1,姑苏区,
学士街南,学士街北,夜专3路,1,姑苏区,
学士街北,儿童医院景德路院区,夜专3路,1,姑苏区,
儿童医院景德路院区,察院场,夜专3路,1,姑苏区,
察院场,乐桥北,夜专3路,1,姑苏区,
乐桥北,养育巷,夜专3路,1,姑苏区,
养育巷,干将路,夜专3路,1,姑苏区,
干将路,司前街,夜专3路,1,姑苏区,
司前街,东大街,夜专3路,1,姑苏区,
东大街,南园新村北,夜专3路,1,姑苏区,
南园新村北,南门,夜专3路,1,姑苏区,
南门,人民桥,夜专3路,1,姑苏区,
人民桥,轮船码头首末站,夜专3路,1,姑苏区,
,,,,,
解放西路换乘枢纽站,唐寅园,970路(西线),1,姑苏区,
唐寅园,桐泾公园西,970路(西线),1,姑苏区,
桐泾公园西,友新新村,970路(西线),1,姑苏区,
友新新村,解放新村,970路(西线),1,姑苏区,
解放新村,新市桥南,970路(西线),1,姑苏区,
新市桥南,新市桥游船码头,970路(西线),1,姑苏区,
新市桥游船码头,胥门,970路(西线),1,姑苏区,
胥门,小日晖桥,970路(西线),1,姑苏区,
小日晖桥,阊胥路,970路(西线),1,姑苏区,
阊胥路,广济南路,970路(西线),1,姑苏区,
广济南路,广济桥(石路),970路(西线),1,姑苏区,
广济桥(石路),金阊实验小学,970路(西线),1,姑苏区,
金阊实验小学,山塘街,970路(西线),1,姑苏区,
山塘街,市立医院北区,970路(西线),1,姑苏区,
市立医院北区,清塘新村,970路(西线),1,姑苏区,
清塘新村,塔影河桥,970路(西线),1,姑苏区,
塔影河桥,平川路江星路东,970路(西线),1,姑苏区,
平川路江星路东,苏州平江医院,970路(西线),1,姑苏区,
苏州平江医院,平川路广济北路东,970路(西线),1,姑苏区,
平川路广济北路东,平川路人民路西,970路(西线),1,姑苏区,
平川路人民路西,姑苏区行政中心东,970路(西线),1,姑苏区,
姑苏区行政中心东,锦宙桥,970路(西线),1,姑苏区,
锦宙桥,油车桥西,970路(西线),1,姑苏区,
油车桥西,梅莲桥西,970路(西线),1,姑苏区,
梅莲桥西,官渎里,970路(西线),1,姑苏区,
官渎里,苏安新村,970路(西线),1,姑苏区,
苏安新村,向阳桥,970路(西线),1,姑苏区,
向阳桥,娄门桥,970路(西线),1,姑苏区,
娄门桥,日规路,970路(西线),1,姑苏区,
日规路,永林新村,970路(西线),1,姑苏区,
永林新村,新湘苑,970路(西线),1,姑苏区,
新湘苑,相门桥,970路(西线),1,姑苏区,
相门桥,相门后庄,970路(西线),1,姑苏区,
相门后庄,葑门北,970路(西线),1,姑苏区,
葑门北,葑门西街,970路(西线),1,姑苏区,
葑门西街,觅渡桥北,970路(西线),1,姑苏区,
觅渡桥北,觅渡桥西,970路(西线),1,姑苏区,
觅渡桥西,南园桥西,970路(西线),1,姑苏区,
南园桥西,人民桥东,970路(西线),1,姑苏区,
人民桥东,裕棠桥,970路(西线),1,姑苏区,
裕棠桥,盘门,970路(西线),1,姑苏区,
盘门,解放新村,970路(西线),1,姑苏区,
解放新村,友新新村,970路(西线),1,姑苏区,
友新新村,桐泾公园西,970路(西线),1,姑苏区,
桐泾公园西,解放西路换乘枢纽站,970路(西线),1,姑苏区,
,,,,,
宝带西路首末站,锦沧名苑西,915路,1,姑苏区,
锦沧名苑西,中医院,915路,1,姑苏区,
中医院,沧浪新城第二实小,915路,1,姑苏区,
沧浪新城第二实小,鸿志桥,915路,1,姑苏区,
鸿志桥,福运公寓,915路,1,姑苏区,
福运公寓,梅亭苑,915路,1,姑苏区,
梅亭苑,唐胥桥,915路,1,姑苏区,
唐胥桥,劳动路实验小学校,915路,1,姑苏区,
劳动路实验小学校,胥涛路静岸街,915路,1,姑苏区,
胥涛路静岸街,桐馨桥北,915路,1,姑苏区,
桐馨桥北,彩虹新村东,915路,1,姑苏区,
彩虹新村东,彩香新村西,915路,1,姑苏区,
彩香新村西,彩香新村北,915路,1,姑苏区,
彩香新村北,烽火路北,915路,1,姑苏区,
烽火路北,广济南路,915路,1,姑苏区,
广济南路,石路老街坊,915路,1,姑苏区,
石路老街坊,慈济,915路,1,姑苏区,
慈济,儿童医院景德路院区,915路,1,姑苏区,
儿童医院景德路院区,宋仙洲巷,915路,1,姑苏区,
宋仙洲巷,光华中学,915路,1,姑苏区,
光华中学,桃花坞,915路,1,姑苏区,
桃花坞,平四路,915路,1,姑苏区,
平四路,平川路人民路西,915路,1,姑苏区,
平川路人民路西,平川路广济北路东,915路,1,姑苏区,
平川路广济北路东,苏锦二村东,915路,1,姑苏区,
苏锦二村东,苏锦,915路,1,姑苏区,
苏锦,山花桥南,915路,1,姑苏区,
,,,,,
