前一节点,后一节点,线路名称,票价,区域属性,间距(km)
湖滨新村,湖滨新村西,78路,2,泉山区,
湖滨新村西,湖滨花园(韩山路),78路,2,泉山区,
湖滨花园(韩山路),韩山村南,78路,2,泉山区,
,,,,,
焦山村,疾控中心,701路,2,铜山区,
疾控中心,车管所,701路,2,铜山区,
车管所,海宁皮草城,701路,2,铜山区,
海宁皮草城,区政府北门,701路,2,铜山区,
区政府北门,科技创业大厦,701路,2,铜山区,
科技创业大厦,康乐园,701路,2,铜山区,
康乐园,铜山中医院,701路,2,铜山区,
铜山中医院,黄河小区,701路,2,铜山区,
黄河小区,国税局,701路,2,铜山区,
国税局,邮电局,701路,2,铜山区,
邮电局,师范学校,701路,2,铜山区,
师范学校,江苏师范大学,701路,2,铜山区,
江苏师范大学,建筑学院,701路,2,铜山区,
建筑学院,铜山中学,701路,2,铜山区,
铜山中学,翟山市场,701路,2,铜山区,
翟山市场,翟山,701路,2,泉山区,
翟山,矿业大学,701路,2,泉山区,
矿业大学,侯山窝,701路,2,泉山区,
侯山窝,奎园西门,701路,2,泉山区,
奎园西门,纪念塔,701路,2,泉山区,
纪念塔,市四院,701路,2,泉山区,
市四院,南京银行,701路,2,泉山区,
南京银行,妇幼保健院,701路,2,云龙区,
妇幼保健院,和平桥(北),701路,2,云龙区,
和平桥(北),徐州站(蓝天),701路,2,云龙区,
徐州站(蓝天),徐州站(朝阳),701路,2,鼓楼区,
徐州站(朝阳),朝阳客运站,701路,2,云龙区,
,,,,,
西苑人家,民乐园,608路,2,鼓楼区,
民乐园,西苑农贸市场,608路,2,泉山区,
西苑农贸市场,西苑东口,608路,2,泉山区,
西苑东口,水漫桥,608路,2,泉山区,
水漫桥,沈场市场,608路,2,泉山区,
沈场市场,合群新村,608路,2,泉山区,
合群新村,合群桥,608路,2,泉山区,
合群桥,黄河新村,608路,2,泉山区,
黄河新村,徐州博爱口腔医院,608路,2,泉山区,
徐州博爱口腔医院,市二院,608路,2,泉山区,
市二院,古彭大厦,608路,2,泉山区,
古彭大厦,中山南路(中枢街),608路,2,泉山区,
中山南路(中枢街),市交通银行,608路,2,泉山区,
市交通银行,中山饭店,608路,2,泉山区,
中山饭店,中医院,608路,2,泉山区,
中医院,师大北门,608路,2,泉山区,
师大北门,妇幼保健院,608路,2,云龙区,
妇幼保健院,徐医附三院,608路,2,云龙区,
徐医附三院,骆驼山桥,608路,2,云龙区,
骆驼山桥,强华骨科医院,608路,2,云龙区,
强华骨科医院,楚王陵,608路,2,云龙区,
楚王陵,君悦园,608路,2,云龙区,
君悦园,阳光花园,608路,2,云龙区,
阳光花园,康馨园,608路,2,云龙区,
康馨园,绿地世纪城,608路,2,云龙区,
绿地世纪城,绿地世纪城西,608路,2,云龙区,
绿地世纪城西,民祥园农贸市场,608路,2,云龙区,
民祥园农贸市场,黄山新村东,608路,2,云龙区,
黄山新村东,东方人民医院,608路,2,云龙区,
东方人民医院,徐州医科大学,608路,2,云龙区,
徐州医科大学,云苑路口,608路,2,云龙区,
云苑路口,徐州医科大学东门,608路,2,云龙区,
徐州医科大学东门,黄山大道西,608路,2,云龙区,
黄山大道西,和平上东润园,608路,2,云龙区,
和平上东润园,和平路北公交首末站,608路,2,云龙区,
,,,,,
红星家具城,华隆家具城,609路,2,鼓楼区,
华隆家具城,淮东家具城,609路,2,鼓楼区,
淮东家具城,八里屯,609路,2,鼓楼区,
八里屯,钟山机动车检测,609路,2,鼓楼区,
钟山机动车检测,王场新村北门,609路,2,鼓楼区,
王场新村北门,电力医院,609路,2,鼓楼区,
电力医院,堤北农贸市场,609路,2,鼓楼区,
堤北农贸市场,堤北,609路,2,鼓楼区,
堤北,爱牙医院,609路,2,鼓楼区,
爱牙医院,民主路小学,609路,2,鼓楼区,
民主路小学,创意68产业园,609路,2,鼓楼区,
创意68产业园,第三中学,609路,2,鼓楼区,
第三中学,万虹桥电子市场,609路,2,鼓楼区,
万虹桥电子市场,青年路口,609路,2,鼓楼区,
青年路口,宣武市场(黄河西路),609路,2,云龙区,
宣武市场(黄河西路),宣武市场南门,609路,2,云龙区,
宣武市场南门,和平桥(北),609路,2,云龙区,
和平桥(北),妇幼保健院,609路,2,云龙区,
妇幼保健院,南京银行,609路,2,云龙区,
南京银行,市四院,609路,2,云龙区,
市四院,凤鸣路,609路,2,泉山区,
凤鸣路,康居小区,609路,2,泉山区,
康居小区,文化城,609路,2,泉山区,
文化城,泰山西坡,609路,2,泉山区,
泰山西坡,营房西门,609路,2,泉山区,
营房西门,金泰小区,609路,2,泉山区,
金泰小区,金山花园,609路,2,泉山区,
金山花园,泉山法院,609路,2,泉山区,
泉山法院,双山,609路,2,泉山区,
双山,风华园公交首末站,609路,2,泉山区,
,,,,,
夹河高中(大彭镇),大彭医院,8路,2,铜山区,
大彭医院,霸王山水泥厂,8路,2,铜山区,
霸王山水泥厂,十八屯,8路,2,铜山区,
十八屯,徐州诚远眼耳鼻喉医院,8路,2,泉山区,
徐州诚远眼耳鼻喉医院,雨润新城,8路,2,泉山区,
雨润新城,火花农贸市场,8路,2,泉山区,
火花农贸市场,生物工程学院北门,8路,2,泉山区,
生物工程学院北门,奎山散热器公司,8路,2,泉山区,
奎山散热器公司,华丰医院,8路,2,泉山区,
华丰医院,出入境办理中心,8路,2,泉山区,
出入境办理中心,小康人家,8路,2,泉山区,
小康人家,段南新村,8路,2,泉山区,
段南新村,段庄,8路,2,泉山区,
段庄,矿务局华美商厦,8路,2,泉山区,
矿务局华美商厦,矿务局南,8路,2,泉山区,
矿务局南,余窑,8路,2,泉山区,
余窑,电视塔,8路,2,泉山区,
电视塔,云龙公园西门,8路,2,泉山区,
云龙公园西门,云龙湖旅游风景区(云龙公园),8路,2,泉山区,
云龙湖旅游风景区(云龙公园),师大北门,8路,2,泉山区,
师大北门,妇幼保健院,8路,2,云龙区,
妇幼保健院,宣武市场,8路,2,云龙区,
,,,,,
宣武市场,宣武市场南门,K3路,6,云龙区,
宣武市场南门,妇幼保健院,K3路,6,云龙区,
妇幼保健院,市四院,K3路,6,云龙区,
市四院,奎园北门,K3路,6,泉山区,
奎园北门,农副产品市场,K3路,6,泉山区,
农副产品市场,东盛汽车城,K3路,6,泉山区,
东盛汽车城,淮海文博园,K3路,6,泉山区,
淮海文博园,欣欣路,K3路,6,云龙区,
欣欣路,淮海国际汽车城,K3路,6,云龙区,
淮海国际汽车城,惠民公园,K3路,6,云龙区,
惠民公园,楚韵路,K3路,6,云龙区,
楚韵路,惠民小区北门,K3路,6,云龙区,
惠民小区北门,立交桥,K3路,6,云龙区,
立交桥,孙店,K3路,6,云龙区,
孙店,花木大世界,K3路,6,云龙区,
花木大世界,潘塘,K3路,6,云龙区,
潘塘,坦克路,K3路,6,云龙区,
坦克路,韩楼村,K3路,6,铜山区,
韩楼村,方特乐园,K3路,6,铜山区,
方特乐园,张集老街,K3路,6,铜山区,
张集老街,张集医院,K3路,6,铜山区,
张集医院,维维产业园,K3路,6,铜山区,
维维产业园,翟山村,K3路,6,铜山区,
翟山村,贺楼,K3路,6,铜山区,
贺楼,大沟里,K3路,6,铜山区,
大沟里,尚王村,K3路,6,铜山区,
尚王村,房村工业园,K3路,6,铜山区,
房村工业园,房村西,K3路,6,铜山区,
房村西,房村,K3路,6,铜山区,
,,,,,
彭城饭店,云龙医院,32路,2,云龙区,
云龙医院,建国小区,32路,2,云龙区,
建国小区,恩华大厦,32路,2,云龙区,
恩华大厦,袁桥,32路,2,云龙区,
袁桥,徐医附三院,32路,2,云龙区,
徐医附三院,汉源小学,32路,2,云龙区,
汉源小学,竹林寺,32路,2,云龙区,
竹林寺,金狮小区(和平大厦),32路,2,云龙区,
金狮小区(和平大厦),黄山垅地铁站,32路,2,云龙区,
黄山垅地铁站,民祥园,32路,2,云龙区,
民祥园,民富园,32路,2,云龙区,
民富园,铁路民祥园,32路,2,云龙区,
铁路民祥园,绿地世纪城(汉景大道),32路,2,云龙区,
绿地世纪城(汉景大道),庆丰路,32路,2,云龙区,
庆丰路,金洋紫金东郡,32路,2,云龙区,
金洋紫金东郡,云苑路,32路,2,云龙区,
云苑路,橡树湾,32路,2,云龙区,
橡树湾,云苑路北,32路,2,云龙区,
云苑路北,黄山大酒店,32路,2,云龙区,
黄山大酒店,黄山大道,32路,2,云龙区,
黄山大道,环湖南路,32路,2,云龙区,
环湖南路,金龙湖广场,32路,2,云龙区,
金龙湖广场,科技大厦南门,32路,2,贾汪区,
科技大厦南门,美的城,32路,2,贾汪区,
美的城,金龙湖地铁站,32路,2,贾汪区,
金龙湖地铁站,站南路西,32路,2,贾汪区,
站南路西,站南路东,32路,2,贾汪区,
站南路东,徐州东站(西广场),32路,2,贾汪区,
徐州东站(西广场),徐州东站(东广场),32路,2,贾汪区,
,,,,,
民馨园,西苑小区,64路,2,鼓楼区,
西苑小区,西苑农贸市场,64路,2,泉山区,
西苑农贸市场,西苑东口,64路,2,泉山区,
西苑东口,民安园,64路,2,泉山区,
民安园,矿山加油站,64路,2,泉山区,
矿山加油站,人民广场,64路,2,泉山区,
人民广场,段庄(二环西路),64路,2,泉山区,
段庄(二环西路),建国路西口,64路,2,泉山区,
建国路西口,大福源超市,64路,2,泉山区,
大福源超市,永安小区,64路,2,泉山区,
永安小区,灯塔农贸市场,64路,2,泉山区,
灯塔农贸市场,血液中心站,64路,2,泉山区,
血液中心站,云龙湖旅游风景区(云龙公园）,64路,2,泉山区,
云龙湖旅游风景区(云龙公园）,师大北门,64路,2,泉山区,
师大北门,南京银行,64路,2,泉山区,
南京银行,市四院,64路,2,泉山区,
市四院,纪念塔,64路,2,泉山区,
纪念塔,奎园西门,64路,2,泉山区,
奎园西门,侯山窝,64路,2,泉山区,
侯山窝,矿大北门,64路,2,泉山区,
矿大北门,七里沟地铁站,64路,2,泉山区,
七里沟地铁站,梨园路,64路,2,泉山区,
梨园路,百果园地铁站,64路,2,泉山区,
百果园地铁站,御景湾小区,64路,2,泉山区,
御景湾小区,淮海文博园,64路,2,云龙区,
,,,,,
徐矿城东,九里新苑,616路,2,鼓楼区,
九里新苑,九里新苑东,616路,2,鼓楼区,
九里新苑东,天齐路,616路,2,鼓楼区,
天齐路,丁万河南路东口,616路,2,鼓楼区,
丁万河南路东口,丁沙路北,616路,2,鼓楼区,
丁沙路北,丁沙路,616路,2,鼓楼区,
丁沙路,麓园路,616路,2,鼓楼区,
麓园路,工业学院东门,616路,2,鼓楼区,
工业学院东门,三新庄,616路,2,鼓楼区,
三新庄,豪绅嘉苑,616路,2,鼓楼区,
豪绅嘉苑,徐州植物园,616路,2,鼓楼区,
徐州植物园,金色阳光小区,616路,2,鼓楼区,
金色阳光小区,苏堤北路立交桥,616路,2,鼓楼区,
苏堤北路立交桥,合群新村,616路,2,鼓楼区,
合群新村,少华街小学,616路,2,泉山区,
少华街小学,天山绿洲,616路,2,泉山区,
天山绿洲,矿务局华美商厦,616路,2,泉山区,
矿务局华美商厦,工人医院市口腔医院,616路,2,泉山区,
工人医院市口腔医院,市二院西门,616路,2,泉山区,
市二院西门,工商局,616路,2,泉山区,
工商局,电视塔,616路,2,泉山区,
电视塔,吴庄花园,616路,2,泉山区,
吴庄花园,矿总医院(明珠路),616路,2,泉山区,
矿总医院(明珠路),纺南小区,616路,2,泉山区,
纺南小区,金府家园,616路,2,泉山区,
金府家园,湖滨花园,616路,2,泉山区,
湖滨花园,滨湖花园,616路,2,泉山区,
滨湖花园,韩山村南,616路,2,泉山区,
,,,,,
圆梦东路,东山寺,76路,2,云龙区,
东山寺,子房美景,76路,2,云龙区,
子房美景,地下道,76路,2,云龙区,
地下道,四道街,76路,2,鼓楼区,
四道街,烟厂,76路,2,鼓楼区,
烟厂,市三院,76路,2,鼓楼区,
市三院,爱牙医院,76路,2,鼓楼区,
爱牙医院,民主路小学,76路,2,鼓楼区,
民主路小学,牌楼,76路,2,鼓楼区,
牌楼,金地商都,76路,2,鼓楼区,
金地商都,古彭大厦,76路,2,泉山区,
古彭大厦,市二院,76路,2,泉山区,
市二院,市二院西门,76路,2,泉山区,
市二院西门,永安广场,76路,2,泉山区,
永安广场,永安小区,76路,2,泉山区,
永安小区,大福源超市,76路,2,泉山区,
大福源超市,建国路西口,76路,2,泉山区,
建国路西口,湖滨路口(二环西路),76路,2,泉山区,
湖滨路口(二环西路),湖滨路口(湖滨路),76路,2,泉山区,
湖滨路口(湖滨路),湖滨新村,76路,2,泉山区,
湖滨新村,段南新村(工农南路),76路,2,泉山区,
段南新村(工农南路),公交修造厂,76路,2,泉山区,
公交修造厂,市中级法院,76路,2,泉山区,
市中级法院,淮西客运站,76路,2,泉山区,
,,,,,
解放桥,江苏模特艺术学校,玉带河,2,泉山区,
江苏模特艺术学校,徐州八一中心幼儿园,玉带河,2,泉山区,
徐州八一中心幼儿园,云龙山隧道,玉带河,2,泉山区,
云龙山隧道,水文阁,玉带河,2,泉山区,
水文阁,云龙湖,玉带河,2,泉山区,
,,,,,
徐州八一中心幼儿园,云龙湖旅游风景区(云龙公园）,和平路,2,泉山区,
,,,,,
彭城派出所,丰储街-奎河交界,奎河,2,云龙区,
丰储街-奎河交界,马鞍桥,奎河,2,云龙区,
马鞍桥,妇幼保健院,奎河,2,云龙区,
妇幼保健院,积水坝,奎河,2,云龙区,
积水坝,奎东桥,奎河,2,云龙区,
,,,,,
彭城派出所,户部山地铁站,建国东路,2,云龙区,
彭城派出所,建国小区,建国东路,2,云龙区,
