节点名称,区域属性,线路,500M内文保单位/古迹遗址/宗祠故地的个数,300M内文保单位/古迹遗址/宗祠故地的个数,800M内文保单位/古迹遗址/宗祠故地的个数
徐州医科大学东门,云龙区,608路,0,0,0
黄山大道西,云龙区,608路,0,0,0
和平上东润园,云龙区,608路,0,0,0
和平路北公交首末站,云龙区,608路,0,0,0
,,,,,
红星家具城,鼓楼区,609路,0,0,0
华隆家具城,鼓楼区,609路,0,0,0
淮东家具城,鼓楼区,609路,0,0,0
八里屯,鼓楼区,609路,0,0,0
钟山机动车检测,鼓楼区,609路,0,0,0
王场新村北门,鼓楼区,609路,0,0,0
电力医院,鼓楼区,609路,0,0,0
堤北农贸市场,鼓楼区,609路,0,0,0
堤北,鼓楼区,609路,0,0,0
爱牙医院,鼓楼区,609路,1,0,1
民主路小学,鼓楼区,609路,2,2,2
创意68产业园,鼓楼区,609路,3,3,8
第三中学,鼓楼区,609路,4,2,6
万虹桥电子市场,鼓楼区,609路,5,2,11
青年路口,云龙区,609路,3,1,7
宣武市场(黄河西路),云龙区,609路,2,2,4
宣武市场南门,云龙区,609路,0,0,1
和平桥(北),云龙区,609路,1,0,2
妇幼保健院,云龙区,609路,2,1,7
南京银行,云龙区,609路,0,0,5
市四院,泉山区,609路,2,1,4
凤鸣路,泉山区,609路,2,0,0
康居小区,泉山区,609路,1,0,2
文化城,泉山区,609路,1,0,2
泰山西坡,泉山区,609路,1,0,2
营房西门,泉山区,609路,0,0,1
金泰小区,泉山区,609路,0,0,0
金山花园,泉山区,609路,0,0,0
泉山法院,泉山区,609路,0,0,0
双山,泉山区,609路,0,0,0
风华园公交首末站,泉山区,609路,0,0,0
,,,,,
夹河高中(大彭镇),铜山区,8路,0,0,0
大彭医院,铜山区,8路,0,0,0
霸王山水泥厂,铜山区,8路,0,0,0
十八屯,泉山区,8路,0,0,0
徐州诚远眼耳鼻喉医院,泉山区,8路,0,0,0
雨润新城,泉山区,8路,0,0,0
火花农贸市场,泉山区,8路,0,0,0
生物工程学院北门,泉山区,8路,0,0,0
奎山散热器公司,泉山区,8路,0,0,0
华丰医院,泉山区,8路,0,0,0
出入境办理中心,泉山区,8路,0,0,0
小康人家,泉山区,8路,0,0,0
段南新村,泉山区,8路,0,0,0
段庄,泉山区,8路,0,0,0
矿务局华美商厦,泉山区,8路,0,0,1
矿务局南,泉山区,8路,1,0,2
余窑,泉山区,8路,0,0,0
电视塔,泉山区,8路,0,0,1
云龙公园西门,泉山区,8路,0,0,1
云龙湖旅游风景区(云龙公园）,泉山区,8路,3,1,6
师大北门,云龙区,8路,6,3,12
妇幼保健院,云龙区,8路,2,1,7
宣武市场,云龙区,8路,2,0,0
,,,,,
宣武市场,云龙区,K3路,0,0,3
宣武市场南门,云龙区,K3路,0,0,1
妇幼保健院,云龙区,K3路,2,1,7
市四院,泉山区,K3路,2,1,7
奎园北门,泉山区,K3路,2,0,4
农副产品市场,泉山区,K3路,0,0,0
东盛汽车城,泉山区,K3路,0,0,0
淮海文博园,云龙区,K3路,0,0,1
欣欣路,云龙区,K3路,0,0,0
淮海国际汽车城,云龙区,K3路,0,0,0
惠民公园,云龙区,K3路,0,0,0
楚韵路,云龙区,K3路,0,0,0
惠民小区北门,云龙区,K3路,0,0,0
立交桥,云龙区,K3路,0,0,0
孙店,云龙区,K3路,0,0,0
花木大世界,云龙区,K3路,0,0,0
潘塘,云龙区,K3路,0,0,0
坦克路,铜山区,K3路,0,0,0
韩楼村,铜山区,K3路,0,0,0
方特乐园,铜山区,K3路,0,0,0
张集老街,铜山区,K3路,0,0,0
张集医院,铜山区,K3路,0,0,0
维维产业园,铜山区,K3路,0,0,0
翟山村,铜山区,K3路,0,0,0
贺楼,铜山区,K3路,0,0,0
大沟里,铜山区,K3路,0,0,0
尚王村,铜山区,K3路,0,0,0
房村工业园,铜山区,K3路,0,0,0
房村西,铜山区,K3路,0,0,0
房村,铜山区,K3路,0,0,0
,,,,,
彭城饭店,云龙区,32路,8,2,11
云龙医院,云龙区,32路,9,3,13
建国小区,云龙区,32路,4,1,11
恩华大厦,云龙区,32路,1,1,8
袁桥,云龙区,32路,2,1,6
徐医附三院,云龙区,32路,0,0,0
汉源小学,云龙区,32路,0,0,1
竹林寺,云龙区,32路,2,2,3
金狮小区(和平大厦),云龙区,32路,0,0,3
黄山垅地铁站,云龙区,32路,0,0,0
民祥园,云龙区,32路,0,0,0
民富园,云龙区,32路,0,0,0
铁路民祥园,云龙区,32路,0,0,0
绿地世纪城(汉景大道),云龙区,32路,0,0,0
庆丰路,云龙区,32路,0,0,0
金洋紫金东郡,云龙区,32路,0,0,0
云苑路,云龙区,32路,0,0,0
橡树湾,云龙区,32路,0,0,0
云苑路北,云龙区,32路,0,0,0
黄山大酒店,云龙区,32路,0,0,0
黄山大道,云龙区,32路,0,0,0
环湖南路,云龙区,32路,0,0,0
金龙湖广场,贾汪区,32路,0,0,0
科技大厦南门,贾汪区,32路,0,0,0
美的城,贾汪区,32路,0,0,0
金龙湖地铁站,贾汪区,32路,0,0,0
站南路西,贾汪区,32路,0,0,0
站南路东,贾汪区,32路,0,0,0
徐州东站(西广场),贾汪区,32路,0,0,0
徐州东站(东广场),贾汪区,32路,0,0,0
,,,,,
民馨园,鼓楼区,64路,0,0,0
西苑小区,泉山区,64路,0,0,0
西苑农贸市场,泉山区,64路,0,0,0
西苑东口,泉山区,64路,0,0,0
民安园,泉山区,64路,0,0,0
矿山加油站,泉山区,64路,0,0,0
人民广场,泉山区,64路,0,0,0
段庄(二环西路),泉山区,64路,0,0,0
建国路西口,泉山区,64路,0,0,0
大福源超市,泉山区,64路,0,0,0
永安小区,泉山区,64路,0,0,0
灯塔农贸市场,泉山区,64路,0,0,0
血液中心站,泉山区,64路,0,0,2
云龙湖旅游风景区(云龙公园）,泉山区,64路,3,1,6
师大北门,泉山区,64路,6,3,12
南京银行,泉山区,64路,0,0,5
市四院,泉山区,64路,2,1,4
纪念塔,泉山区,64路,4,1,5
奎园西门,泉山区,64路,3,2,6
侯山窝,泉山区,64路,2,1,5
矿大北门,泉山区,64路,0,0,0
七里沟地铁站,泉山区,64路,0,0,0
梨园路,泉山区,64路,0,0,0
百果园地铁站,泉山区,64路,0,0,0
御景湾小区,云龙区,64路,0,0,0
淮海文博园,云龙区,64路,0,0,1
,,,,,
徐矿城东,鼓楼区,616路,0,0,0
九里新苑,鼓楼区,616路,0,0,0
九里新苑东,鼓楼区,616路,0,0,0
天齐路,鼓楼区,616路,0,0,0
丁万河南路东口,鼓楼区,616路,0,0,0
丁沙路北,鼓楼区,616路,0,0,0
丁沙路,鼓楼区,616路,0,0,0
麓园路,鼓楼区,616路,0,0,0
工业学院东门,鼓楼区,616路,0,0,0
三新庄,鼓楼区,616路,2,0,3
豪绅嘉苑,鼓楼区,616路,0,0,1
徐州植物园,鼓楼区,616路,0,0,0
金色阳光小区,鼓楼区,616路,0,0,0
苏堤北路立交桥,鼓楼区,616路,0,0,0
合群新村,泉山区,616路,0,0,0
少华街小学,泉山区,616路,0,0,0
天山绿洲,泉山区,616路,0,0,0
矿务局华美商厦,泉山区,616路,0,0,1
工人医院市口腔医院,泉山区,616路,1,1,3
市二院西门,泉山区,616路,2,1,2
工商局,泉山区,616路,1,1,3
电视塔,泉山区,616路,1,0,2
吴庄花园,泉山区,616路,0,0,0
矿总医院(明珠路),泉山区,616路,0,0,0
纺南小区,泉山区,616路,0,0,0
金府家园,泉山区,616路,0,0,0
湖滨花园,泉山区,616路,0,0,0
滨湖花园,泉山区,616路,0,0,0
韩山村南,泉山区,616路,0,0,0
,,,,,
圆梦东路,云龙区,76路,0,0,1
东山寺,云龙区,76路,1,1,1
子房美景,云龙区,76路,1,1,0
地下道,鼓楼区,76路,1,0,1
四道街,鼓楼区,76路,0,0,1
烟厂,鼓楼区,76路,0,0,0
市三院,鼓楼区,76路,0,0,0
爱牙医院,鼓楼区,76路,0,0,0
民主路小学,鼓楼区,76路,3,3,3
牌楼,鼓楼区,76路,3,2,5
金地商都,泉山区,76路,2,0,5
古彭大厦,泉山区,76路,4,3,6
市二院,泉山区,76路,2,2,7
市二院西门,泉山区,76路,3,2,5
永安广场,泉山区,76路,3,0,3
永安小区,泉山区,76路,0,0,0
大福源超市,泉山区,76路,0,0,0
建国路西口,泉山区,76路,0,0,0
湖滨路口(二环西路),泉山区,76路,0,0,0
湖滨路口(湖滨路),泉山区,76路,0,0,0
湖滨新村,泉山区,76路,0,0,0
段南新村(工农南路),泉山区,76路,0,0,0
公交修造厂,泉山区,76路,0,0,0
市中级法院,泉山区,76路,0,0,0
淮西客运站,泉山区,76路,0,0,0
,,,,,
解放桥,泉山区,玉带河,5,0,13
江苏模特艺术学校,泉山区,玉带河,4,1,9
徐州八一中心幼儿园,泉山区,玉带河,5,1,13
云龙山隧道,泉山区,玉带河,1,0,5
水文阁,泉山区,玉带河,1,1,3
云龙湖,泉山区,玉带河,0,0,0
,,,,,
徐州八一中心幼儿园,泉山区,和平路,5,1,13
云龙湖旅游风景区(云龙公园),泉山区,和平路,3,1,6
,,,,,
彭城派出所,泉山区,奎河,8,3,9
丰储街-奎河交界,泉山区,奎河,4,2,6
马鞍桥,泉山区,奎河,4,0,9
妇幼保健院,泉山区,奎河,2,1,7
积水坝,泉山区,奎河,1,0,3
奎东桥,泉山区,奎河,1,1,1
