前一节点,后一节点,线路名称,票价,区域属性
翠岗小区,东方医院,26路,2,
东方医院,友邦保险,26路,2,
友邦保险,市政府,26路,2,
市政府,人民大厦,26路,2,
人民大厦,西门,26路,2,
西门,石塔寺,26路,2,
石塔寺,珍园,26路,2,
珍园,琼花观,26路,2,
琼花观,吴道台府,26路,2,
吴道台府,跃进桥,26路,2,
跃进桥,跃进桥东,26路,2,
跃进桥东,武警医院,26路,2,
武警医院,运河西路曲江南路西,26路,2,
运河西路曲江南路西,扬州大桥西,26路,2,
扬州大桥西,扬州大桥南,26路,2,
扬州大桥南,东方名城和园,26路,2,
东方名城和园,江苏汽车技师学院,26路,2,
江苏汽车技师学院,翠月嘉苑,26路,2,
翠月嘉苑,怡新花园,26路,2,
怡新花园,广陵世家,26路,2,
广陵世家,明发路,26路,2,
明发路,运河东路金韵路,26路,2,
运河东路金韵路,公交四公司,26路,2,
,,,,
蒋王公交首末站,马庄小区,27路,2,
马庄小区,和月社区,27路,2,
和月社区,张有斌口腔门诊,27路,2,
张有斌口腔门诊,站南路蒋王路,27路,2,
站南路蒋王路,吉祥路西,27路,2,
吉祥路西,蒋王幼儿园,27路,2,
蒋王幼儿园,余林村,27路,2,
余林村,天俊华府南门,27路,2,
天俊华府南门,西郡188花园西门,27路,2,
西郡188花园西门,天和国际花园西门,27路,2,
天和国际花园西门,奥都花城南门,27路,2,
奥都花城南门,美琪学校,27路,2,
美琪学校,月亮园东门,27路,2,
月亮园东门,望月路百祥路,27路,2,
望月路百祥路,望月路,27路,2,
望月路,巴黎春天,27路,2,
巴黎春天,望月苑,27路,2,
望月苑,四季园南门,27路,2,
四季园南门,秋雨路,27路,2,
秋雨路,市人力资源和社会保障局,27路,2,
市人力资源和社会保障局,人民大厦,27路,2,
人民大厦,西门,27路,2,
西门,石塔寺,27路,2,
石塔寺,文昌阁,27路,2,
文昌阁,史公祠,27路,2,
史公祠,个园,27路,2,
个园,工艺美术馆,27路,2,
工艺美术馆,便益门,27路,2,
便益门,五台山大桥,27路,2,
五台山大桥,梅花山庄,27路,2,
梅花山庄,大王庙,27路,2,
大王庙,御龙湾商业广场,27路,2,
御龙湾商业广场,黄金坝路上方寺路,27路,2,
黄金坝路上方寺路,鸿福三村,27路,2,
鸿福三村,佳家南园,27路,2,
佳家南园,佳家花园,27路,2,
佳家花园,江平东路黄金坝路,27路,2,
江平东路黄金坝路,江平东路江都北路,27路,2,
江平东路江都北路,佳家花园公交首末站,27路,2,
,,,,
动物之窗公交首末站,世界动物之窗,29路,2,
世界动物之窗,干休所,29路,2,
干休所,友谊新村,29路,2,
友谊新村,友谊广场,29路,2,
友谊广场,迎宾馆,29路,2,
迎宾馆,瘦西湖,29路,2,
瘦西湖,文昌阁,29路,2,
文昌阁,仙鹤寺,29路,2,
仙鹤寺,苏北医院,29路,2,
苏北医院,苏北医院西门,29路,2,
苏北医院西门,双虹桥,29路,2,
双虹桥,扬州大学,29路,2,
扬州大学,砚池小区,29路,2,
砚池小区,曙光新苑,29路,2,
曙光新苑,江阳学院,29路,2,
江阳学院,南宝带小区,29路,2,
南宝带小区,扬州大剧院,29路,2,
扬州大剧院,幸福小区,29路,2,
幸福小区,新城河路江阳中路北,29路,2,
新城河路江阳中路北,江阳中路鸿大路,29路,2,
江阳中路鸿大路,美天健康体检中心,29路,2,
美天健康体检中心,康桥花园,29路,2,
康桥花园,金湖湾,29路,2,
金湖湾,顺达路开发西路,29路,2,
顺达路开发西路,淮左郡庄园,29路,2,
淮左郡庄园,振兴花园,29路,2,
振兴花园,中心桥,29路,2,
中心桥,扬州大学扬子津校区西(银河路),29路,2,
扬州大学扬子津校区西(银河路),阳光地带北门,29路,2,
阳光地带北门,汊河街道办,29路,2,
汊河街道办,银桥小区,29路,2,
银桥小区,汇金谷,29路,2,
汇金谷,扬州工业职业技术学院西门,29路,2,
扬州工业职业技术学院西门,南邮通达学院,29路,2,
南邮通达学院,冻青铺,29路,2,
冻青铺,周庄站,29路,2,
周庄站,韦庄,29路,2,
韦庄,邗江中专,29路,2,
邗江中专,扬州技师学院,29路,2,
扬州技师学院,运西朱庄,29路,2,
运西朱庄,扬州大学广陵学院,29路,2,
,,,,
完美路公交停车场,联博药业,30路,2,
联博药业,扬力工程中心,30路,2,
扬力工程中心,扬州漆器厂,30路,2,
扬州漆器厂,柏泰集团,30路,2,
柏泰集团,牧羊路祥园路东,30路,2,
牧羊路祥园路东,吉安北路,30路,2,
吉安北路,江苏邗建集团,30路,2,
江苏邗建集团,金丰公司,30路,2,
金丰公司,名兴花园,30路,2,
名兴花园,顺达路,30路,2,
顺达路,金湖湾,30路,2,
金湖湾,开发西路,30路,2,
开发西路,开发西路鸿大路,30路,2,
开发西路鸿大路,祥和路,30路,2,
祥和路,宝龙广场西门,30路,2,
宝龙广场西门,淮扬路茉莉花路,30路,2,
淮扬路茉莉花路,扬州商城,30路,2,
扬州商城,花园小区,30路,2,
花园小区,南宝带小区,30路,2,
南宝带小区,崇文苑,30路,2,
崇文苑,扬大农学院,30路,2,
扬大农学院,畜牧兽医院,30路,2,
畜牧兽医院,扬大文汇路校区东,30路,2,
扬大文汇路校区东,石塔寺,30路,2,
石塔寺,文昌阁,30路,2,
文昌阁,史公祠,30路,2,
史公祠,梅岭小学,30路,2,
梅岭小学,梅岭东路,30路,2,
梅岭东路,梅岭东苑,30路,2,
梅岭东苑,吉祥苑,30路,2,
吉祥苑,五台山大桥,30路,2,
五台山大桥,梅花山庄,30路,2,
梅花山庄,大王庙,30路,2,
大王庙,竹西公园(御龙湾商业广场南),30路,2,
竹西公园(御龙湾商业广场南),新城吾悦广场,30路,2,
新城吾悦广场,恒大帝景,30路,2,
恒大帝景,竹西董庄,30路,2,
竹西董庄,盐亭子小区,30路,2,
盐亭子小区,运河北路北城路,30路,2,
运河北路北城路,运河北路秋实路,30路,2,
运河北路秋实路,物港路运河北路东,30路,2,
物港路运河北路东,冶春食品公司,30路,2,
,,,,
茱萸湾公园,颐和康复医院,32路,2,
颐和康复医院,湾头镇,32路,2,
湾头镇,湾头中学(临时站),32路,2,
湾头中学(临时站),广福花园临苑东门,32路,2,
广福花园临苑东门,江扬大桥东,32路,2,
江扬大桥东,天顺花园北门,32路,2,
天顺花园北门,天顺花园东门,32路,2,
天顺花园东门,天顺花园南门,32路,2,
天顺花园南门,绿地中央学府南门(临时停靠站),32路,2,
绿地中央学府南门(临时停靠站),陈庄,32路,2,
陈庄,新东方外国语学校,32路,2,
新东方外国语学校,文昌大桥,32路,2,
文昌大桥,运河北路文昌中路,32路,2,
运河北路文昌中路,曲江公园东,32路,2,
曲江公园东,扬州大桥西,32路,2,
扬州大桥西,运河西路曲江南路西,32路,2,
运河西路曲江南路西,仲裁委,32路,2,
仲裁委,东园饭店,32路,2,
东园饭店,扬州仁爱医院,32路,2,
扬州仁爱医院,解放桥,32路,2,
解放桥,琼花观,32路,2,
琼花观,珍园,32路,2,
珍园,仙鹤寺,32路,2,
仙鹤寺,苏北医院,32路,2,
苏北医院,荷花池公园,32路,2,
荷花池公园,文峰大桥,32路,2,
文峰大桥,中国大运河博物馆东,32路,2,
中国大运河博物馆东,杉湾花园公交首末站,32路,2,
,,,,
,,,,
,,,,
通扬桥(古运河),南门码头,古运河水系,2,
南门码头,渡江桥(古运河),古运河水系,2,
渡江桥(古运河),徐凝门桥(古运河),古运河水系,2,
徐凝门桥(古运河),大水湾公园,古运河水系,2,
大水湾公园,跃进桥(古运河),古运河水系,2,
跃进桥(古运河),解放桥(古运河),古运河水系,2,
解放桥(古运河),便益门桥(古运河),古运河水系,2,
便益门桥(古运河),芍药圃(古运河),古运河水系,2,
芍药圃(古运河),五台山大桥(古运河),古运河水系,2,
,,,,
南门码头,荷花池水系,古运河水系,2,
通扬桥(古运河),荷花池公园,古运河水系,2,
渡江桥(古运河),渡江桥,古运河水系,2,
徐凝门桥(古运河),七二三所,古运河水系,2,
徐凝门桥(古运河),康山文化园,古运河水系,2,
跃进桥(古运河),跃进桥东,古运河水系,2,
解放桥(古运河),吴道台府,古运河水系,2,
便益门桥(古运河),便益门,古运河水系,2,
五台山大桥(古运河),五台山大桥,古运河水系,2,
,,,,
五台山大桥(古运河),五台山大桥,古运河水系,2,
五台山大桥(古运河),高桥(漕河),漕河水系,2,
高桥(漕河),史可法路(漕河交界),漕河水系,2,
史可法路(漕河交界),玉带河与漕河交界,漕河水系,2,
玉带河与漕河交界,宋夹城水系,漕河水系,2,
宋夹城水系,瘦西湖水系,瘦西湖水系,2,
瘦西湖水系,二道河(四望亭路),瘦西湖水系,2,
二道河(四望亭路),二道河(文昌中路),二道河水系,2,
二道河(文昌中路),双虹桥(二道河),二道河水系,2,
双虹桥(二道河),荷花池水系,二道河水系,2,
,,,,
双虹桥,双虹桥(二道河),二道河水系,2,
,,,,
便益门桥(古运河),工艺美术馆(桥)(护城河),护城河水系,2,
工艺美术馆(桥)(护城河),联合桥(护城河),护城河水系,2,
联合桥(护城河),玉器桥(护城河),护城河水系,2,
玉器桥(护城河),史公桥(护城河),护城河水系,2,
史公桥(护城河),小秦淮河与护城河交界,小秦淮河,2,
小秦淮河与护城河交界,大东门桥(小秦淮河),小秦淮河,2,
大东门桥(小秦淮河),珍园(小秦淮河),小秦淮河,2,
珍园(小秦淮河),朱氏园(小秦淮河),小秦淮河,2,
朱氏园(小秦淮河),钞关(小秦淮河),小秦淮河,2,
钞关(小秦淮河),渡江桥(古运河),古运河水系,2,
,,,,
钞关(小秦淮河),渡江桥,古运河水系,2,
钞关(小秦淮河),南门码头,古运河水系,2,
,,,,
小秦淮河与护城河交界,瘦西湖,护城河水系,2,
小秦淮河与护城河交界,四望亭,护城河水系,2,
小秦淮河与护城河交界,新北门桥(护城河),护城河水系,2,
新北门桥(护城河),二道河(四望亭路),护城河水系,2,
二道河(四望亭路),石塔寺,护城河水系,2,
