前一节点,后一节点,线路名称,票价,区域属性,间距(km)
唐宫东路北大街口,唐宫东路人民街口,34路,1.5,老城区,
唐宫东路人民街口,民族路新街口,34路,1.5,老城区,
民族路新街口,民族路团结街口,34路,1.5,瀍河回族区,
民族路团结街口,夹马营路中州东路口,34路,1.5,瀍河回族区,
夹马营路中州东路口,中州东路洛川街口,34路,1.5,瀍河回族区,
中州东路洛川街口,启明南路熙春路口,34路,1.5,瀍河回族区,
启明南路熙春路口,东花坛,34路,1.5,瀍河回族区,
东花坛,东花坛东,34路,1.5,瀍河回族区,
东花坛东,启明东路环卫路口,34路,1.5,瀍河回族区,
启明东路环卫路口,塔湾,34路,1.5,瀍河回族区,
塔湾,机车工厂西门,34路,1.5,瀍河回族区,
机车工厂西门,机车工厂,34路,1.5,瀍河回族区,
机车工厂,机车工厂东门,34路,1.5,瀍河回族区,
机车工厂东门,启明东路机车厂东路口,34路,1.5,瀍河回族区,
启明东路机车厂东路口,安居路启明东路口南,34路,1.5,瀍河回族区,
安居路启明东路口南,中州东路安居路口,34路,1.5,瀍河回族区,
中州东路安居路口,中州东路公交停车场,34路,1.5,瀍河回族区,
,,,,,
瀍涧大道陇海街口西,瀍涧大道驾鸡沟西,48路,1,瀍河回族区,
瀍涧大道驾鸡沟西,龙光路瀍涧大道口,48路,1,老城区,
龙光路瀍涧大道口,春都路龙光路口,48路,1,老城区,
春都路龙光路口,春都路含嘉仓街口,48路,1,老城区,
春都路含嘉仓街口,春都路陇海街口,48路,1,瀍河回族区,
春都路陇海街口,春都路东口,48路,1,瀍河回族区,
春都路东口,平等街玄武门大街口,48路,1,瀍河回族区,
平等街玄武门大街口,大北门,48路,1,瀍河回族区,
大北门,玄武门大街建安街口,48路,1,瀍河回族区,
玄武门大街建安街口,承福门大街北口,48路,1,瀍河回族区,
承福门大街北口,九龙鼎北,48路,1,老城区,
九龙鼎北,西关站,48路,1,老城区,
西关站,中州中路定鼎大道口,48路,1,老城区,
中州中路定鼎大道口,中州中路嘉豫门大街口,48路,1,老城区,
中州中路嘉豫门大街口,王城广场东,48路,1,西工区,
王城广场东,王城广场,48路,1,西工区,
王城广场,金谷园路健康东路口,48路,1,西工区,
金谷园路健康东路口,金谷园路春晴路口,48路,1,西工区,
金谷园路春晴路口,洛阳站,48路,1,西工区,
,,,,,
西关站,中州中路定鼎大道口,49路,1,老城区,
中州中路定鼎大道口,中州中路嘉豫门大街口,49路,1,老城区,
中州中路嘉豫门大街口,嘉豫门大街凯旋东路口北,49路,1,西工区,
嘉豫门大街凯旋东路口北,凯旋东路嘉豫门大街口,49路,1,西工区,
凯旋东路嘉豫门大街口,凯旋东路七一路口,49路,1,西工区,
凯旋东路七一路口,体育场路凯旋路口,49路,1,西工区,
体育场路凯旋路口,体育场路九都路口,49路,1,西工区,
体育场路九都路口,东下池,49路,1,西工区,
东下池,牡丹桥南,49路,1,西工区,
牡丹桥南,隋唐城路文博路口北,49路,1,洛龙区,
隋唐城路文博路口北,聂湾南,49路,1,洛龙区,
聂湾南,隋唐城遗址植物园西门,49路,1,洛龙区,
隋唐城遗址植物园西门,王城大道美茵街口,49路,1,洛龙区,
王城大道美茵街口,金城寨街古城路口南,49路,1,洛龙区,
金城寨街古城路口南,金城寨街太康路口北,49路,1,洛龙区,
金城寨街太康路口北,通济街太康路口,49路,1,洛龙区,
通济街太康路口,通济街开元大道口北,49路,1,洛龙区,
通济街开元大道口北,通济街开元大道口南,49路,1,洛龙区,
通济街开元大道口南,通济街牡丹大道口北,49路,1,洛龙区,
通济街牡丹大道口北,通济街翠云路口北,49路,1,洛龙区,
通济街翠云路口北,翠云路通济街口东,49路,1,洛龙区,
翠云路通济街口东,翠云路永泰街口西,49路,1,洛龙区,
翠云路永泰街口西,翠云路兴洛西街口东,49路,1,洛龙区,
翠云路兴洛西街口东,翠云路长兴街口东,49路,1,洛龙区,
翠云路长兴街口东,厚载门街翠云路口南,49路,1,洛龙区,
厚载门街翠云路口南,厚载门街关林路口南,49路,1,洛龙区,
厚载门街关林路口南,厚载门街伊洛路口北,49路,1,洛龙区,
厚载门街伊洛路口北,伊洛路厚载门街口西,49路,1,洛龙区,
伊洛路厚载门街口西,高铁龙门站,49路,1,洛龙区,
,,,,,
平等街北口,平等街玄武门大街口,53路,1,瀍河回族区,
平等街玄武门大街口,北大街玄武门大街口,53路,1,瀍河回族区,
北大街玄武门大街口,北大街莲花寺街口,53路,1,瀍河回族区,
北大街莲花寺街口,北大街中州东路口,53路,1,瀍河回族区,
北大街中州东路口,老集,53路,1,老城区,
老集,西关站,53路,1,老城区,
西关站,应天门,53路,1,老城区,
应天门,定鼎立交桥北,53路,1,老城区,
定鼎立交桥北,中国国花园,53路,1,老城区,
中国国花园,龙门大道滨河南路口,53路,1,洛龙区,
龙门大道滨河南路口,龙门大道学院路口,53路,1,洛龙区,
龙门大道学院路口,龙门大道安石路口,53路,1,洛龙区,
龙门大道安石路口,龙门大道乐天路口,53路,1,洛龙区,
龙门大道乐天路口,赵村,53路,1,洛龙区,
赵村,龙门大道古城路口,53路,1,洛龙区,
龙门大道古城路口,龙门大道太康路口,53路,1,洛龙区,
龙门大道太康路口,龙门大道开元大道口,53路,1,洛龙区,
龙门大道开元大道口,关林市场,53路,1,洛龙区,
关林市场,龙门大道关林路口,53路,1,洛龙区,
龙门大道关林路口,龙门大道伊洛路口,53路,1,洛龙区,
龙门大道伊洛路口,龙门大道通衢路口,53路,1,洛龙区,
龙门大道通衢路口,龙门大道广阜路口,53路,1,洛龙区,
龙门大道广阜路口,龙门大道南山大道口,53路,1,洛龙区,
龙门大道南山大道口,龙门大道花园村口,53路,1,洛龙区,
龙门大道花园村口,龙门镇,53路,1,洛龙区,
龙门镇,龙门大道海校路口,53路,1,洛龙区,
龙门大道海校路口,龙门石窟,53路,1,洛龙区,
,,,,,
白马寺公交停车场,白马寺镇政府,56路,1.5,瀍河回族区,
白马寺镇政府,洛白路枣园路口西,56路,1.5,瀍河回族区,
洛白路枣园路口西,分金沟,56路,1.5,瀍河回族区,
分金沟,黑王,56路,1.5,瀍河回族区,
黑王,凹杨,56路,1.5,瀍河回族区,
凹杨,扁担赵,56路,1.5,瀍河回族区,
扁担赵,陈村,56路,1.5,瀍河回族区,
陈村,张古洞,56路,1.5,瀍河回族区,
张古洞,安居路启明东路口南,56路,1.5,瀍河回族区,
安居路启明东路口南,中州东路安居路口,56路,1.5,瀍河回族区,
中州东路安居路口,中州东路机车厂路口,56路,1.5,瀍河回族区,
中州东路机车厂路口,中州东路三川大道口,56路,1.5,瀍河回族区,
中州东路三川大道口,塔西,56路,1.5,瀍河回族区,
塔西,中州东路启明南路口,56路,1.5,瀍河回族区,
中州东路启明南路口,中州东路洛川街口,56路,1.5,瀍河回族区,
中州东路洛川街口,中州东路夹马营路口,56路,1.5,瀍河回族区,
中州东路夹马营路口,瀍河桥东,56路,1.5,瀍河回族区,
瀍河桥东,中州东路民主街口,56路,1.5,瀍河回族区,
中州东路民主街口,青年宫,56路,1.5,老城区,
青年宫,老集,56路,1.5,老城区,
老集,西关站,56路,1.5,老城区,
西关站,中州中路定鼎大道口,56路,1.5,老城区,
中州中路定鼎大道口,中州中路嘉豫门大街口,56路,1.5,老城区,
中州中路嘉豫门大街口,王城广场东,56路,1.5,西工区,
王城广场东,王城广场,56路,1.5,西工区,
王城广场,金谷园路健康东路口,56路,1.5,西工区,
金谷园路健康东路口,金谷园路春晴路口,56路,1.5,西工区,
金谷园路春晴路口,洛阳站,56路,1.5,西工区,
,,,,,
郭寨,工程防护研究所,65路,1.5,洛龙区,
工程防护研究所,张沟南,65路,1.5,洛龙区,
张沟南,张沟,65路,1.5,洛龙区,
张沟,张沟北,65路,1.5,洛龙区,
张沟北,张沟社区,65路,1.5,洛龙区,
张沟社区,王山(临时站),65路,1.5,洛龙区,
王山(临时站),田山,65路,1.5,洛龙区,
田山,伊洛路王城大道口西,65路,1.5,洛龙区,
伊洛路王城大道口西,学府街龙和南路口,65路,1.5,洛龙区,
学府街龙和南路口,关林路学府街口,65路,1.5,洛龙区,
关林路学府街口,关林路通济街口西,65路,1.5,洛龙区,
关林路通济街口西,关林路金城寨街口西,65路,1.5,洛龙区,
关林路金城寨街口西,关林路永泰街口西,65路,1.5,洛龙区,
关林路永泰街口西,关林路兴洛东街口西,65路,1.5,洛龙区,
关林路兴洛东街口西,关林路厚载门街口西,65路,1.5,洛龙区,
关林路厚载门街口西,关林路定鼎门街口西,65路,1.5,洛龙区,
关林路定鼎门街口西,关林路龙门大道口西,65路,1.5,洛龙区,
关林路龙门大道口西,龙门大道关林路口,65路,1.5,洛龙区,
龙门大道关林路口,关林市场,65路,1.5,洛龙区,
关林市场,龙门大道开元大道口,65路,1.5,洛龙区,
龙门大道开元大道口,龙门大道太康路口,65路,1.5,洛龙区,
龙门大道太康路口,龙门大道古城路口,65路,1.5,洛龙区,
龙门大道古城路口,赵村,65路,1.5,洛龙区,
赵村,龙门大道乐天路口,65路,1.5,洛龙区,
龙门大道乐天路口,龙门大道安石路口,65路,1.5,洛龙区,
龙门大道安石路口,龙门大道学院路口,65路,1.5,洛龙区,
龙门大道学院路口,龙门大道滨河南路口,65路,1.5,洛龙区,
龙门大道滨河南路口,中国国花园,65路,1.5,洛龙区,
中国国花园,定鼎立交桥北,65路,1.5,洛龙区,
定鼎立交桥北,中州中路定鼎大道口,65路,1.5,老城区,
中州中路定鼎大道口,西关,65路,1.5,老城区,
,,,,,
西关,老集,74路,1,老城区,
老集,青年宫,74路,1,老城区,
青年宫,中州东路民主街口,74路,1,老城区,
中州东路民主街口,新街中州东路口南,74路,1,老城区,
新街中州东路口南,新街九都东路口,74路,1,老城区,
新街九都东路口,新伊大桥南,74路,1,瀍河回族区,
新伊大桥南,新伊大街景石路口,74路,1,洛龙区,
新伊大街景石路口,新伊大街乐天路口,74路,1,洛龙区,
新伊大街乐天路口,新伊大街古城路口南,74路,1,洛龙区,
新伊大街古城路口南,新伊大街政和路口北,74路,1,洛龙区,
新伊大街政和路口北,开元大桥西,74路,1,洛龙区,
开元大桥西,南王,74路,1,洛龙区,
南王,开元大道三川大道口,74路,1,洛龙区,
开元大道三川大道口,伊河大桥西,74路,1,洛龙区,
伊河大桥西,伊滨路谭翟街口,74路,1,洛龙区,
伊滨路谭翟街口,安澜街新源路口南,74路,1,洛龙区,
安澜街新源路口南,安澜街枫叶路口南,74路,1,洛龙区,
安澜街枫叶路口南,安澜街康庄路口南,74路,1,洛龙区,
安澜街康庄路口南,安澜街兰台路口,74路,1,洛龙区,
安澜街兰台路口,安澜街科技大道口(招呼站),74路,1,洛龙区,
安澜街科技大道口(招呼站),安澜街梁村路口,74路,1,洛龙区,
安澜街梁村路口,司马光路安澜街口,74路,1,洛龙区,
司马光路安澜街口,司马光路诸葛大街口,74路,1,洛龙区,
司马光路诸葛大街口,司马光路道湛街口,74路,1,洛龙区,
司马光路道湛街口,司马光路孔明街口,74路,1,洛龙区,
司马光路孔明街口,司马光路惠民巷口,74路,1,洛龙区,
司马光路惠民巷口,刘井巷司马光路口,74路,1,洛龙区,
刘井巷司马光路口,刘井社区,74路,1,洛龙区,
,,,,,
高铁龙门站,伊洛路厚载门街口西,76路,1,洛龙区,
伊洛路厚载门街口西,长兴街伊洛路口北,76路,1,洛龙区,
长兴街伊洛路口北,长兴街关林路口南,76路,1,洛龙区,
长兴街关林路口南,关林路厚载门街口西,76路,1,洛龙区,
关林路厚载门街口西,关林路定鼎门街口西,76路,1,洛龙区,
关林路定鼎门街口西,关林路龙门大道口西,76路,1,洛龙区,
关林路龙门大道口西,龙门大道关林路口,76路,1,洛龙区,
龙门大道关林路口,关林市场,76路,1,洛龙区,
关林市场,龙门大道开元大道口,76路,1,洛龙区,
龙门大道开元大道口,龙门大道太康路口,76路,1,洛龙区,
龙门大道太康路口,龙门大道古城路口,76路,1,洛龙区,
龙门大道古城路口,赵村,76路,1,洛龙区,
赵村,龙门大道乐天路口,76路,1,洛龙区,
龙门大道乐天路口,龙门大道安石路口,76路,1,洛龙区,
龙门大道安石路口,龙门大道学院路口,76路,1,洛龙区,
龙门大道学院路口,龙门大道滨河南路口,76路,1,洛龙区,
龙门大道滨河南路口,中国国花园,76路,1,洛龙区,
中国国花园,定鼎立交桥北,76路,1,洛龙区,
定鼎立交桥北,应天门,76路,1,老城区,
应天门,唐宫东路定鼎大道口,76路,1,老城区,
唐宫东路定鼎大道口,唐宫东路三通巷口,76路,1,老城区,
唐宫东路三通巷口,唐宫东路承福门大街口西,76路,1,老城区,
唐宫东路承福门大街口西,唐宫东路承福门大街口东,76路,1,老城区,
唐宫东路承福门大街口东,唐宫东路建安街口,76路,1,老城区,
唐宫东路建安街口,唐宫东路北大街口,76路,1,老城区,
唐宫东路北大街口,唐宫东路人民街口,76路,1,老城区,
唐宫东路人民街口,民族路新街口,76路,1,老城区,
民族路新街口,民族路团结街口,76路,1,瀍河回族区,
民族路团结街口,夹马营路中州东路口,76路,1,瀍河回族区,
夹马营路中州东路口,中州东路洛川街口,76路,1,瀍河回族区,
中州东路洛川街口,启明南路熙春路口,76路,1,瀍河回族区,
启明南路熙春路口,东花坛,76路,1,瀍河回族区,
东花坛,东花坛东,76路,1,瀍河回族区,
东花坛东,启明东路环卫路口,76路,1,瀍河回族区,
启明东路环卫路口,塔湾,76路,1,瀍河回族区,
塔湾,机车工厂西门,76路,1,瀍河回族区,
机车工厂西门,机车工厂,76路,1,瀍河回族区,
机车工厂,机车工厂东门,76路,1,瀍河回族区,
机车工厂东门,启明东路机车厂东路口,76路,1,瀍河回族区,
启明东路机车厂东路口,史家街启明东路口,76路,1,瀍河回族区,
史家街启明东路口,史家湾社区东,76路,1,瀍河回族区,
史家湾社区东,中州东路安居路口,76路,1,瀍河回族区,
中州东路安居路口,中州东路公交停车场,76路,1,瀍河回族区,
,,,,,
西关,老集,90路,1,老城区,
老集,青年宫,90路,1,老城区,
青年宫,中州东路民主街口,90路,1,老城区,
中州东路民主街口,瀍河桥东,90路,1,老城区,
瀍河桥东,中州东路夹马营路口,90路,1,瀍河回族区,
中州东路夹马营路口,中州东路洛川街口,90路,1,瀍河回族区,
中州东路洛川街口,启明南路九都东路口,90路,1,瀍河回族区,
启明南路九都东路口,九都东路启明南路口东,90路,1,瀍河回族区,
九都东路启明南路口东,李城大桥南,90路,1,瀍河回族区,
李城大桥南,桃园村,90路,1,洛龙区,
桃园村,向阳村,90路,1,洛龙区,
向阳村,三官庙村西,90路,1,洛龙区,
三官庙村西,三官庙村东,90路,1,洛龙区,
三官庙村东,太平村西,90路,1,洛龙区,
太平村西,太平村东,90路,1,洛龙区,
太平村东,潘寨村西,90路,1,洛龙区,
潘寨村西,潘寨村,90路,1,洛龙区,
潘寨村,潘寨村东,90路,1,洛龙区,
潘寨村东,潘寨佃庄交界口,90路,1,洛龙区,
潘寨佃庄交界口,酒务村南,90路,1,洛龙区,
酒务村南,酒务村,90路,1,洛龙区,
酒务村,酒务村东,90路,1,洛龙区,
酒务村东,酒务寨,90路,1,洛龙区,
酒务寨,牛王庙西,90路,1,洛龙区,
牛王庙西,牛王庙东,90路,1,洛龙区,
牛王庙东,碑楼,90路,1,洛龙区,
碑楼,河佃村口,90路,1,洛龙区,
河佃村口,罗圪垱,90路,1,洛龙区,
罗圪垱,西大郊,90路,1,洛龙区,
西大郊,东大郊,90路,1,洛龙区,
,,,,,
西关,中州中路定鼎大道口,101路,1,老城区,
中州中路定鼎大道口,中州中路嘉豫门大街口,101路,1,老城区,
中州中路嘉豫门大街口,王城广场东,101路,1,西工区,
王城广场东,中州中路八一路口,101路,1,西工区,
中州中路八一路口,中州中路解放路口,101路,1,西工区,
中州中路解放路口,中州中路王城大道口,101路,1,西工区,
中州中路王城大道口,王城公园,101路,1,西工区,
王城公园,七里河站,101路,1,西工区,
七里河站,中州西路长春路口,101路,1,西工区,
中州西路长春路口,中州西路太原路口,101路,1,涧西区,
中州西路太原路口,中州西路天津路口,101路,1,涧西区,
中州西路天津路口,中州西路周山大道口,101路,1,涧西区,
中州西路周山大道口,中州西路长安路口,101路,1,涧西区,
中州西路长安路口,中州西路武汉路口,101路,1,涧西区,
中州西路武汉路口,中州西路重庆路口,101路,1,涧西区,
中州西路重庆路口,谷水东,101路,1,涧西区,
谷水东,谷水西,101路,1,涧西区,
,,,,,
洛阳站,纱厂北路玄武门大街口,206路,1,西工区,
纱厂北路玄武门大街口,纱厂路口北,206路,1,西工区,
纱厂路口北,纱厂路口东,206路,1,西工区,
纱厂路口东,纱厂东路解放路口,206路,1,西工区,
纱厂东路解放路口,纱厂东路金谷园路口,206路,1,西工区,
纱厂东路金谷园路口,金谷园路健康东路口,206路,1,西工区,
金谷园路健康东路口,王城广场,206路,1,西工区,
王城广场,凯旋东路人民东路口,206路,1,西工区,
凯旋东路人民东路口,凯旋东路七一路口,206路,1,西工区,
凯旋东路七一路口,嘉豫门大街凯旋东路口,206路,1,西工区,
嘉豫门大街凯旋东路口,嘉豫门大街九都路口,206路,1,西工区,
嘉豫门大街九都路口,定鼎立交桥西,206路,1,西工区,
定鼎立交桥西,定鼎立交桥东,206路,1,西工区,
定鼎立交桥东,九都东路饮马街口西,206路,1,老城区,
九都东路饮马街口西,洛八办,206路,1,老城区,
洛八办,洛邑古城,206路,1,老城区,
洛邑古城,新伊大桥南,206路,1,老城区,
新伊大桥南,新伊大街景石路口,206路,1,洛龙区,
新伊大街景石路口,新伊大街乐天路口,206路,1,洛龙区,
新伊大街乐天路口,新伊大街古城路口南,206路,1,洛龙区,
新伊大街古城路口南,太康路新伊大街口东,206路,1,洛龙区,
太康路新伊大街口东,凤翔街太康路口北,206路,1,洛龙区,
凤翔街太康路口北,新区第一公交停车场,206路,1,洛龙区,
,,,,,
洛阳汽车站,玄武门大街东道口,302路,1.5,西工区,
玄武门大街东道口,大北门,302路,1.5,西工区,
大北门,平等街玄武门大街口,302路,1.5,瀍河回族区,
平等街玄武门大街口,北盟路瀍涧大道口南,302路,1.5,瀍河回族区,
北盟路瀍涧大道口南,老310国道口,302路,1.5,瀍河回族区,
老310国道口,吕祖庙,302路,1.5,瀍河回族区,
吕祖庙,井沟站,302路,1.5,老城区,
井沟站,徐村站,302路,1.5,老城区,
徐村站,向阳南站,302路,1.5,老城区,
向阳南站,向阳站,302路,1.5,老城区,
向阳站,朝阳南站,302路,1.5,孟津区,
朝阳南站,朝阳,302路,1.5,孟津区,
朝阳,朝阳北,302路,1.5,孟津区,
朝阳北,煤窑新村,302路,1.5,孟津区,
煤窑新村,大姚凹,302路,1.5,孟津区,
大姚凹,伯乐新村,302路,1.5,孟津区,
伯乐新村,伯乐桥站,302路,1.5,孟津区,
伯乐桥站,师庄社区,302路,1.5,孟津区,
师庄社区,朝阳大道咸宁路口,302路,1.5,孟津区,
朝阳大道咸宁路口,朝阳大道文博中心,302路,1.5,孟津区,
朝阳大道文博中心,丁字口西,302路,1.5,孟津区,
丁字口西,桂花大道会盟大道口,302路,1.5,孟津区,
桂花大道会盟大道口,桂花大道永平路口,302路,1.5,孟津区,
桂花大道永平路口,桂花大道中兴路口,302路,1.5,孟津区,
桂花大道中兴路口,第二汽车站,302路,1.5,孟津区,
第二汽车站,区委区政府,302路,1.5,孟津区,
区委区政府,孟津汽车站,302路,1.5,孟津区,
,,,,,
洛阳汽车站,玄武门大街东道口,505路北线,2,西工区,
玄武门大街东道口,应天门,505路北线,2,西工区,
应天门,龙门大道安石路口,505路北线,2,西工区,
龙门大道安石路口,龙门大道开元大道口,505路北线,2,洛龙区,
龙门大道开元大道口,关林市场,505路北线,2,洛龙区,
关林市场,龙门大道关林路口,505路北线,2,洛龙区,
龙门大道关林路口,科技大道提驾庄街口,505路北线,2,洛龙区,
科技大道提驾庄街口,洛阳职业技术学院南门,505路北线,2,洛龙区,
洛阳职业技术学院南门,烟岭广场,505路北线,2,洛龙区,
烟岭广场,水泉村,505路北线,2,洛龙区,
水泉村,拉马店,505路北线,2,孟津区,
拉马店,孙瑶,505路北线,2,伊川县,
孙瑶,吕店,505路北线,2,伊川县,
吕店,江左,505路北线,2,伊川县,
江左,五里头,505路北线,2,伊川县,
,,,,,
洛阳汽车站,玄武门大街东道口,805路,1.5,西工区,
玄武门大街东道口,道南路零担货场,805路,1.5,西工区,
道南路零担货场,道南路零担货场东,805路,1.5,老城区,
道南路零担货场东,环城北路环城西路口,805路,1.5,老城区,
环城北路环城西路口,大北门,805路,1.5,老城区,
大北门,环城北路平等街口,805路,1.5,瀍河回族区,
环城北路平等街口,小北门,805路,1.5,瀍河回族区,
小北门,东花坛西,805路,1.5,瀍河回族区,
东花坛西,东花坛北,805路,1.5,瀍河回族区,
东花坛北,白马寺路310国道口,805路,1.5,瀍河回族区,
白马寺路310国道口,三川大道洛白路口,805路,1.5,瀍河回族区,
三川大道洛白路口,东明小区,805路,1.5,瀍河回族区,
东明小区,十里铺,805路,1.5,瀍河回族区,
十里铺,大杨树,805路,1.5,瀍河回族区,
大杨树,吕庙村,805路,1.5,洛龙区,
吕庙村,大里王,805路,1.5,瀍河回族区,
大里王,跃店,805路,1.5,孟津区,
跃店,妯娌村,805路,1.5,孟津区,
妯娌村,上古,805路,1.5,孟津区,
上古,刘坡,805路,1.5,孟津区,
刘坡,赵坡,805路,1.5,孟津区,
赵坡,丁门口,805路,1.5,偃师区,
丁门口,西蔡庄,805路,1.5,偃师区,
西蔡庄,光上路,805路,1.5,偃师区,
光上路,东蔡庄,805路,1.5,偃师区,
东蔡庄,黄杨球种植基地南,805路,1.5,偃师区,
黄杨球种植基地南,省庄,805路,1.5,偃师区,
省庄,杨庄,805路,1.5,偃师区,
杨庄,扣马口,805路,1.5,偃师区,
扣马口,牛庄,805路,1.5,孟津区,
,,,,,
西关,中州路中路定鼎大道口,V7路,1,老城区,
中州路中路定鼎大道口,定鼎大桥南,V7路,1,老城区,
定鼎大桥南,定鼎大桥北,V7路,1,老城区,
定鼎大桥北,定鼎大道烧沟路口,V7路,1,老城区,
定鼎大道烧沟路口,史家沟社区,V7路,1,老城区,
史家沟社区,下清宫,V7路,1,老城区,
下清宫,岳村社区,V7路,1,老城区,
岳村社区,状元红路龙光路口,V7路,1,老城区,
状元红路龙光路口,警安花园,V7路,1,老城区,
,,,,,
中州东路公交停车场,恒大绿洲北口,V8路,1,瀍河回族区,
恒大绿洲北口,恒大绿洲西门,V8路,1,瀍河回族区,
恒大绿洲西门,九都东路机车厂路口,V8路,1,瀍河回族区,
九都东路机车厂路口,九都东路三川大道口,V8路,1,瀍河回族区,
九都东路三川大道口,九都东路启明南路口东,V8路,1,瀍河回族区,
九都东路启明南路口东,九都东路桂园路口,V8路,1,瀍河回族区,
九都东路桂园路口,九都东路华林路口东,V8路,1,瀍河回族区,
九都东路华林路口东,新街九都东路口,V8路,1,瀍河回族区,
新街九都东路口,新街中州东路口南,V8路,1,瀍河回族区,
新街中州东路口南,中州东路民主街口,V8路,1,瀍河回族区,
中州东路民主街口,青年宫,V8路,1,瀍河回族区,
青年宫,北大街中州东路口(临时站),V8路,1,瀍河回族区,
北大街中州东路口(临时站),北大街莲花寺街口,V8路,1,瀍河回族区,
北大街莲花寺街口,北大街玄武门大街口,V8路,1,瀍河回族区,
北大街玄武门大街口,平等街玄武门大街口,V8路,1,瀍河回族区,
平等街玄武门大街口,春都路陇海街口,V8路,1,瀍河回族区,
春都路陇海街口,春都路含嘉仓街口,V8路,1,瀍河回族区,
春都路含嘉仓街口,春都路龙光路口,V8路,1,老城区,
春都路龙光路口,建华路春都路口,V8路,1,老城区,
建华路春都路口,瀍涧大道龙光路口,V8路,1,老城区,
瀍涧大道龙光路口,瀍涧大道驾鸡沟西,V8路,1,老城区,
瀍涧大道驾鸡沟西,瀍涧大道驾鸡沟东,V8路,1,瀍河回族区,
瀍涧大道驾鸡沟东,瀍涧大道陇海街口西,V8路,1,瀍河回族区,
,,,,,
东花坛,启明南路熙春路口,V18路,1,瀍河回族区,
启明南路熙春路口,启明南路九都东路口,V18路,1,瀍河回族区,
启明南路九都东路口,启明南路下园东路口北,V18路,1,瀍河回族区,
启明南路下园东路口北,下园东路滨河北路口西,V18路,1,瀍河回族区,
下园东路滨河北路口西,滨河北路启明南路口东,V18路,1,瀍河回族区,
滨河北路启明南路口东,瀍河区行政服务中心,V18路,1,瀍河回族区,
瀍河区行政服务中心,下园东路启明南路口,V18路,1,瀍河回族区,
下园东路启明南路口,下园东路桂园路口西,V18路,1,瀍河回族区,
下园东路桂园路口西,下园东路夹马营路口,V18路,1,瀍河回族区,
下园东路夹马营路口,夹马营路九都东路口南,V18路,1,瀍河回族区,
夹马营路九都东路口南,夹马营路下园路口,V18路,1,瀍河回族区,
夹马营路下园路口,中州东路夹马营路口,V18路,1,瀍河回族区,
中州东路夹马营路口,瀍河桥东,V18路,1,瀍河回族区,
瀍河桥东,新街中州东路口北,V18路,1,瀍河回族区,
新街中州东路口北,新街唐宫东路口,V18路,1,瀍河回族区,
新街唐宫东路口,新街玄武门大街口,V18路,1,瀍河回族区,
新街玄武门大街口,洛阳东站,V18路,1,瀍河回族区,
洛阳东站,三井洞桥西,V18路,1,瀍河回族区,
三井洞桥西,北窑,V18路,1,瀍河回族区,
北窑,利民东街,V18路,1,瀍河回族区,
利民东街,利民街邻里中心,V18路,1,瀍河回族区,
,,,,,
洛阳锦远汽车站,解放路纱厂北路口,洛阳-郸城,0,西工区,
解放路纱厂北路口,纱厂路道南路口,洛阳-郸城,0,西工区,
纱厂路道南路口,纱厂路口北,洛阳-郸城,0,西工区,
纱厂路口北,纱厂路口东,洛阳-郸城,0,西工区,
纱厂路口东,纱厂路解放路口,洛阳-郸城,0,西工区,
纱厂路解放路口,纱厂路金谷园路口,洛阳-郸城,0,西工区,
纱厂路金谷园路口,金谷园路春晴路口,洛阳-郸城,0,西工区,
金谷园路春晴路口,道南路零担货场,洛阳-郸城,0,西工区,
道南路零担货场,道南路零担货场东,洛阳-郸城,0,老城区,
道南路零担货场东,环城北路环城西路口,洛阳-郸城,0,老城区,
环城北路环城西路口,环城北路建安街口,洛阳-郸城,0,老城区,
环城北路建安街口,大北门,洛阳-郸城,0,瀍河回族区,
大北门,环城北路平等街口,洛阳-郸城,0,瀍河回族区,
环城北路平等街口,小北门,洛阳-郸城,0,瀍河回族区,
小北门,新街环城北路口,洛阳-郸城,0,瀍河回族区,
新街环城北路口,民族路新街口,洛阳-郸城,0,瀍河回族区,
民族路新街口,民族路团结街口,洛阳-郸城,0,瀍河回族区,
民族路团结街口,夹马营路中州路口北,洛阳-郸城,0,瀍河回族区,
夹马营路中州路口北,中州东路夹马营路口东,洛阳-郸城,0,瀍河回族区,
中州东路夹马营路口东,中州东路洛川街口,洛阳-郸城,0,瀍河回族区,
中州东路洛川街口,洛阳客运东站,洛阳-郸城,0,瀍河回族区,
洛阳客运东站,史家湾,洛阳-郸城,0,瀍河回族区,
史家湾,城角村,洛阳-郸城,0,瀍河回族区,
城角村,韩村,洛阳-郸城,0,洛龙区,
韩村,郭店,洛阳-郸城,0,周口郸城县,
郭店,李堂,洛阳-郸城,0,周口郸城县,
李堂,小白楼,洛阳-郸城,0,周口郸城县,
小白楼,刘老家,洛阳-郸城,0,周口郸城县,
刘老家,家家乐购物广场,洛阳-郸城,0,周口郸城县,
家家乐购物广场,中国人寿,洛阳-郸城,0,周口郸城县,
中国人寿,郸城县中心站,洛阳-郸城,0,周口郸城县,
郸城县中心站,光明京师幼儿园,洛阳-郸城,0,周口郸城县,
光明京师幼儿园,中棉酒店,洛阳-郸城,0,周口郸城县,
中棉酒店,府后街路口,洛阳-郸城,0,周口郸城县,
府后街路口,悦来酒店,洛阳-郸城,0,周口郸城县,
悦来酒店,锦绣天下城,洛阳-郸城,0,周口郸城县,
