前一节点,后一节点,线路名称,票价,区域属性,间距(km)
富春街口(人民中路),潘家湾地铁站(小西门),56路,1,五华区,
潘家湾地铁站(小西门),潘家湾(人民西路)1,56路,1,五华区,
潘家湾(人民西路)1,市体育馆(环城西路),56路,1,五华区,
市体育馆(环城西路),茭菱路口(环城西路),56路,1,五华区,
茭菱路口(环城西路),西站,56路,1,五华区,
西站,虹山南路口(滇缅大道),56路,1,五华区,
虹山南路口(滇缅大道),昆医附二院,56路,1,五华区,
昆医附二院,春晖小区,56路,1,五华区,
春晖小区,西园路口(茭菱路),56路,1,五华区,
西园路口(茭菱路),丰宁小区,56路,1,五华区,
丰宁小区,西苑立交北口,56路,1,五华区,
西苑立交北口,省社科联(二环西路),56路,1,五华区,
省社科联(二环西路),二环西路口(科医路),56路,1,五华区,
二环西路口(科医路),洪源路口(科医路),56路,1,五华区,
洪源路口(科医路),海源中路口(科光路),56路,1,五华区,
海源中路口(科光路),昌源中路口(科光路),56路,1,五华区,
昌源中路口(科光路),团山后所,56路,1,五华区,
团山后所,科锦路,56路,1,五华区,
科锦路,高新区车场1,56路,1,五华区,
高新区车场1,澳霖公寓(海源中路),56路,1,五华区,
澳霖公寓(海源中路),海源中路口(滇缅大道),56路,1,五华区,
海源中路口(滇缅大道),昌源路口(滇缅大道),56路,1,五华区,
昌源路口(滇缅大道),假日城市小区(滇缅大道),56路,1,五华区,
假日城市小区(滇缅大道),黑林铺(黑林铺前街),56路,1,五华区,
黑林铺(黑林铺前街),昆富路,56路,1,五华区,
昆富路,班庄村口,56路,1,五华区,
班庄村口,班庄村,56路,1,五华区,
班庄村,西环三路口(班庄村),56路,1,五华区,
西环三路口(班庄村),海源寺车场,56路,1,五华区,
,,,,,
正义路,胜利广场,120路,1,五华区,
胜利广场,如安街口(五一路),120路,1,五华区,
如安街口(五一路),龙井街口(五一路),120路,1,五华区,
龙井街口(五一路),国防路,120路,1,五华区,
国防路,弥勒寺(西坝路),120路,1,五华区,
弥勒寺(西坝路),永乐路口(西坝路),120路,1,五华区,
永乐路口(西坝路),西坝路口(环城西路),120路,1,西山区,
西坝路口(环城西路),气象路口(环城西路),120路,1,西山区,
气象路口(环城西路),滇池路口(环城西路),120路,1,西山区,
滇池路口(环城西路),昆明冠生园(严家地),120路,1,西山区,
昆明冠生园(严家地),金牛小区,120路,1,西山区,
金牛小区,老年活动中心,120路,1,西山区,
老年活动中心,福海乡2,120路,1,西山区,
福海乡2,云检培训中心,120路,1,西山区,
云检培训中心,南苑,120路,1,西山区,
南苑,杨家地(日新中路),120路,1,西山区,
杨家地(日新中路),邬小村(陆家路),120路,1,西山区,
邬小村(陆家路),湖畔之梦小区,120路,1,西山区,
湖畔之梦小区,青青小镇(前卫西路),120路,1,西山区,
青青小镇(前卫西路),前卫西路口(河宏路),120路,1,西山区,
前卫西路口(河宏路),前福路口(河宏路),120路,1,西山区,
前福路口(河宏路),拥金路口(河宏路),120路,1,西山区,
拥金路口(河宏路),前兴路公交枢纽站,120路,1,西山区,
,,,,,
潘家湾地铁站(小西门),潘家湾(西昌路)1,65路,1,五华区,
潘家湾(西昌路)1,昆师路,65路,1,五华区,
昆师路,建设路2,65路,1,五华区,
建设路2,师范大学(西南联大博物馆),65路,1,五华区,
师范大学(西南联大博物馆),一二一大街,65路,1,五华区,
一二一大街,民院路,65路,1,五华区,
民院路,莲花池,65路,1,五华区,
莲花池,教场路口(学府路),65路,1,五华区,
教场路口(学府路),教场西路口(教场中路),65路,1,五华区,
教场西路口(教场中路),教场中路,65路,1,五华区,
教场中路,教场北路口,65路,1,五华区,
教场北路口,巴士家园,65路,1,五华区,
,,,,,
22路临时站,鼓楼路,鼓楼路,1,五华区,
鼓楼路,鼓楼路1,鼓楼路,1,五华区,
鼓楼路1,鼓楼路2,鼓楼路,1,五华区,
,,,,,
市总工会,巡津街,铁皮巷,1,五华区,
,,,,,
东寺街南口,东寺街(玉带河)(桥),玉带河,1,五华区,
东寺街(玉带河)(桥),柿花桥,玉带河,1,五华区,
柿花桥,西寺巷(桥),玉带河,1,五华区,
西寺巷(桥),金碧路天桥,玉带河,1,五华区,
金碧路天桥,靖国路口,玉带河,1,五华区,
,,,,,
松华坝水库,小河公路(桥),盘龙江,1,盘龙区,
小河公路(桥),昆明绕城高速(盘龙江)(桥),盘龙江,1,盘龙区,
昆明绕城高速(盘龙江)(桥),玺龙街(桥),盘龙江,1,盘龙区,
玺龙街(桥),昆明瀑布公园,盘龙江,1,盘龙区,
昆明瀑布公园,沣源路(桥),盘龙江,1,盘龙区,
沣源路(桥),求实街(桥),盘龙江,1,盘龙区,
求实街(桥),巨龙桥,盘龙江,1,盘龙区,
巨龙桥,谷丰路(桥),盘龙江,1,盘龙区,
谷丰路(桥),霖雨路(桥),盘龙江,1,盘龙区,
霖雨路(桥),月牙潭公园,盘龙江,1,盘龙区,
月牙潭公园,金色大道(桥),盘龙江,1,盘龙区,
金色大道(桥),二环快速B线(桥),盘龙江,1,盘龙区,
二环快速B线(桥),白云路(桥),盘龙江,1,盘龙区,
白云路(桥),小菜园立交桥,盘龙江,1,五华区,
小菜园立交桥,鼓楼路(桥),盘龙江,1,五华区,
鼓楼路(桥),圆通大桥,盘龙江,1,五华区,
圆通大桥,人民中路(桥),盘龙江,1,五华区,
人民中路(桥),东风东路(桥),盘龙江,1,五华区,
东风东路(桥),宝善街(桥),盘龙江,1,五华区,
宝善街(桥),拓东路(桥),盘龙江,1,五华区,
拓东路(桥),环城南路(桥),盘龙江,1,五华区,
环城南路(桥),官南立交桥,盘龙江,1,五华区,
官南立交桥,日新东路(桥),盘龙江,1,五华区,
日新东路(桥),广福路(桥),盘龙江,1,官渡区,
广福路(桥),六甲乡特大桥,盘龙江,1,官渡区,
六甲乡特大桥,环湖东路(桥),盘龙江,1,官渡区,
环湖东路(桥),滇池,盘龙江,1,官渡区,
,,,,,
巫家坝车场,关景路,98路,1,官渡区,
关景路,关上(民航路),98路,1,官渡区,
关上(民航路),官渡广场(民航路),98路,1,官渡区,
官渡广场(民航路),关兴路口(民航路),98路,1,官渡区,
关兴路口(民航路),五里多村,98路,1,官渡区,
五里多村,吴井路口(民航路),98路,1,官渡区,
吴井路口(民航路),民航路,98路,1,官渡区,
民航路,民航路口(环城南路),98路,1,官渡区,
民航路口(环城南路),吴井桥(环城南路),98路,1,官渡区,
吴井桥(环城南路),双龙商场,98路,1,官渡区,
双龙商场,巡津街,98路,1,官渡区,
巡津街,金马坊,98路,1,西山区,
金马坊,靖国路口,98路,1,西山区,
靖国路口,国防路,98路,1,西山区,
国防路,艺术剧院,98路,1,五华区,
艺术剧院,小西门(东风西路),98路,1,五华区,
小西门(东风西路),百汇商场,98路,1,五华区,
百汇商场,建设路2,98路,1,五华区,
建设路2,地台寺,98路,1,五华区,
地台寺,理工大学西门(建设路),98路,1,五华区,
理工大学西门(建设路),苏家塘路,98路,1,五华区,
苏家塘路,景秀庄园小区(虹山东路),98路,1,五华区,
景秀庄园小区(虹山东路),冶金学校,98路,1,五华区,
冶金学校,苏家塘,98路,1,五华区,
