前一节点,后一节点,线路名称,票价,区域属性
城隍庙后街,迎宾路·西门大街,38路,1,龙亭区
迎宾路·西门大街,法院街东口·兴盛德驿站店,38路,1,龙亭区
法院街东口·兴盛德驿站店,清明上河园,38路,1,龙亭区
清明上河园,天波杨府·公交三公司,38路,1,龙亭区
天波杨府·公交三公司,文昌后街,38路,1,龙亭区
文昌后街,体育场,38路,1,龙亭区
体育场,豆腐营街,38路,1,龙亭区
豆腐营街,河大附中,38路,1,龙亭区
河大附中,铁塔公园·公交一公司,38路,1,顺河回族区
,,,,
二十七中,中国银行,29路,1,禹王台区
中国银行,大南门外,29路,1,禹王台区
大南门外,客运西站(迎宾路),29路,1,禹王台区
客运西站(迎宾路),延庆观,29路,1,鼓楼区
延庆观,大纸坊街口,29路,1,鼓楼区
大纸坊街口,相国寺,29路,1,鼓楼区
相国寺,自由路·解放路,29路,1,鼓楼区
自由路·解放路,宋门里,29路,1,鼓楼区
宋门里,宋门外,29路,1,鼓楼区
宋门外,节水办,29路,1,顺河回族区
节水办,大花园,29路,1,顺河回族区
大花园,化肥厂,29路,1,顺河回族区
化肥厂,市政机械厂,29路,1,顺河回族区
市政机械厂,羊尾铺,29路,1,顺河回族区
羊尾铺,汽车配件公司,29路,1,顺河回族区
汽车配件公司,百塔,29路,1,顺河回族区
百塔,城东储备库,29路,1,顺河回族区
城东储备库,皮屯,29路,1,顺河回族区
皮屯,祥符区西口,29路,1,顺河回族区
祥符区西口,新东方村镇银行,29路,1,祥符区
新东方村镇银行,祥福区委区政府,29路,1,祥符区
祥福区委区政府,世纪广场,29路,1,祥符区
世纪广场,开封市电子科技学校,29路,1,祥符区
开封市电子科技学校,祥符区冠英学校,29路,1,祥符区
,,,,
郑开十六大街,公交临时停车站,K101路,1,龙亭区
公交临时停车站,郑开大道十四大街,K101路,1,龙亭区
郑开大道十四大街,自由贸易区,K101路,1,龙亭区
自由贸易区,郑开大道十一大街,K101路,1,龙亭区
郑开大道十一大街,郑开大道十大街,K101路,1,龙亭区
郑开大道十大街,郑开大道九大街,K101路,1,龙亭区
郑开大道九大街,郑开大道八大街,K101路,1,龙亭区
郑开大道八大街,郑开大道七大街,K101路,1,龙亭区
郑开大道七大街,郑开大道·六大街,K101路,1,龙亭区
郑开大道·六大街,郑开大道·五大街,K101路,1,龙亭区
郑开大道·五大街,郑开大道·四大街,K101路,1,龙亭区
郑开大道·四大街,市民之家,K101路,1,龙亭区
市民之家,郑开大道·一大街,K101路,1,龙亭区
郑开大道·一大街,郑开大道·集英街,K101路,1,龙亭区
郑开大道·集英街,郑开大道·八一街,K101路,1,龙亭区
郑开大道·八一街,市人大·检查院,K101路,1,龙亭区
市人大·检查院,金明广场·中原银行开封分行,K101路,1,龙亭区
金明广场·中原银行开封分行,市财政局,K101路,1,龙亭区
市财政局,大梁路·夷山大街,K101路,1,龙亭区
大梁路·夷山大街,大梁路·黄河大街,K101路,1,龙亭区
大梁路·黄河大街,马市街,K101路,1,龙亭区
马市街,大梁门,K101路,1,龙亭区
大梁门,城隍庙后街,K101路,1,龙亭区
城隍庙后街,西门大街·迎宾路,K101路,1,龙亭区
西门大街·迎宾路,新街口(西大街),K101路,1,龙亭区
新街口(西大街),书店街北口,K101路,1,龙亭区
书店街北口,东司门(东大街),K101路,1,龙亭区
东司门(东大街),白衣阁,K101路,1,龙亭区
白衣阁,石桥口,K101路,1,顺河回族区
石桥口,公交临时停车站(开封城墙),K101路,1,顺河回族区
公交临时停车站(开封城墙),新曹路·轴承厂,K101路,1,顺河回族区
新曹路·轴承厂,东苑小区北门,K101路,1,顺河回族区
东苑小区北门,东苑小区东门,K101路,1,顺河回族区
东苑小区东门,客运东站,K101路,1,顺河回族区
,,,,
河大老校区西门,顺河住建局,微1路,1,顺河回族区
顺河住建局,开封市八中,微1路,1,顺河回族区
开封市八中,国土执法稽查大队,微1路,1,顺河回族区
国土执法稽查大队,汴京桥中石化加油站,微1路,1,顺河回族区
,,,,
天波杨府·公交三公司,文昌后街,L601路内环,1,龙亭区
文昌后街,体育场,L601路内环,1,龙亭区
体育场,龙亭区委·区政府,L601路内环,1,龙亭区
龙亭区委·区政府,天伦苑,L601路内环,1,龙亭区
天伦苑,铁塔公园·公交一公司,L601路内环,1,龙亭区
铁塔公园·公交一公司,河大附中,L601路内环,1,顺河回族区
河大附中,河大老校区西门,L601路内环,1,顺河回族区
河大老校区西门,内环路·延寿寺街,L601路内环,1,顺河回族区
内环路·延寿寺街,内环东路·东棚板街,L601路内环,1,顺河回族区
内环东路·东棚板街,内环东路曹门大街,L601路内环,1,顺河回族区
内环东路曹门大街,白衣阁,L601路内环,1,顺河回族区
白衣阁,东司门,L601路内环,1,顺河回族区
东司门,学院门,L601路内环,1,顺河回族区
学院门,鼓楼广场,L601路内环,1,鼓楼区
鼓楼广场,中山路·行宫角,L601路内环,1,鼓楼区
中山路·行宫角,大纸坊街,L601路内环,1,鼓楼区
大纸坊街,延庆观,L601路内环,1,鼓楼区
延庆观,开封市眼病医院,L601路内环,1,鼓楼区
开封市眼病医院,西司桥,L601路内环,1,鼓楼区
西司桥,包公祠,L601路内环,1,鼓楼区
包公祠,弓箭西街向阳路,L601路内环,1,鼓楼区
弓箭西街向阳路,弓箭西街,L601路内环,1,鼓楼区
弓箭西街,弓箭西街·大梁路,L601路内环,1,鼓楼区
弓箭西街·大梁路,法院街西口,L601路内环,1,鼓楼区
法院街西口,龙亭北路内顺城路,L601路内环,1,龙亭区
龙亭北路内顺城路,天波杨府·公交三公司,L601路内环,1,龙亭区
,,,,
自由贸易区,郑开大道·九大街,30路,1,龙亭区
郑开大道·九大街,临时站,30路,1,龙亭区
临时站,八大街·安康路,30路,1,龙亭区
八大街·安康路,开封市城乡一体化示范区管委会,30路,1,龙亭区
开封市城乡一体化示范区管委会,安顺路·五大街,30路,1,龙亭区
安顺路·五大街,安康路,30路,1,龙亭区
安康路,三大街安康路,30路,1,龙亭区
三大街安康路,市民之家,30路,1,龙亭区
市民之家,郑开大道·一大街,30路,1,龙亭区
郑开大道·一大街,郑开大道·集英街,30路,1,龙亭区
郑开大道·集英街,郑开大道·八一街,30路,1,龙亭区
郑开大道·八一街,市人大·检察院,30路,1,龙亭区
市人大·检察院,金明广场,30路,1,龙亭区
金明广场,市财政局,30路,1,龙亭区
市财政局,大梁路·武夷街,30路,1,龙亭区
大梁路·武夷街,大梁路·黄河大街,30路,1,龙亭区
大梁路·黄河大街,马市街,30路,1,龙亭区
马市街,大梁门,30路,1,龙亭区
大梁门,城隍庙后街,30路,1,龙亭区
城隍庙后街,西门大街·迎宾路,30路,1,龙亭区
西门大街·迎宾路,新街口,30路,1,龙亭区
新街口,书店街北口,30路,1,龙亭区
书店街北口,东司门,30路,1,龙亭区
东司门,右司官口,30路,1,龙亭区
右司官口,北道门,30路,1,龙亭区
北道门,河大附中,30路,1,龙亭区
河大附中,豆腐营街,30路,1,龙亭区
豆腐营街,体育场,30路,1,龙亭区
体育场,文昌后街,30路,1,龙亭区
文昌后街,天波杨府·公交三公司,30路,1,龙亭区
,,,,
天波杨府·公交三公司,龙亭北路内顺城路,L601路外环,1,龙亭区
龙亭北路内顺城路,法院街西口,L601路外环,1,龙亭区
法院街西口,弓箭西街·大梁路,L601路外环,1,龙亭区
弓箭西街·大梁路,弓箭西街,L601路外环,1,鼓楼区
弓箭西街,弓箭西街向阳路,L601路外环,1,鼓楼区
弓箭西街向阳路,包公祠,L601路外环,1,鼓楼区
包公祠,西司桥,L601路外环,1,鼓楼区
西司桥,开封市眼病医院,L601路外环,1,鼓楼区
开封市眼病医院,延庆观,L601路外环,1,鼓楼区
延庆观,大纸坊街,L601路外环,1,鼓楼区
大纸坊街,中山路·行宫角,L601路外环,1,鼓楼区
中山路·行宫角,鼓楼广场,L601路外环,1,鼓楼区
鼓楼广场,学院门,L601路外环,1,鼓楼区
学院门,东司门,L601路外环,1,鼓楼区
东司门,河大附中,L601路外环,1,龙亭区
河大附中,铁塔公园·公交一公司,L601路外环,1,顺河回族区
铁塔公园·公交一公司,天伦苑,L601路外环,1,顺河回族区
天伦苑,龙亭区委·区政府,L601路外环,1,龙亭区
龙亭区委·区政府,体育场,L601路外环,1,龙亭区
体育场,文昌后街,L601路外环,1,龙亭区
文昌后街,天波杨府·公交三公司,L601路外环,1,龙亭区
,,,,
包公湖,西司桥(桥),包公湖至杨家湖水系,1,鼓楼区
西司桥(桥),西大寺西南人行桥,包公湖至杨家湖水系,1,鼓楼区
西大寺西南人行桥,西大寺西北桥(板桥),包公湖至杨家湖水系,1,鼓楼区
西大寺西北桥(板桥),西门基督教堂东北桥,包公湖至杨家湖水系,1,鼓楼区
西门基督教堂东北桥,开封市田家炳实验中学西南桥,包公湖至杨家湖水系,1,龙亭区
开封市田家炳实验中学西南桥,开封市田家炳实验中学西人行桥,包公湖至杨家湖水系,1,龙亭区
开封市田家炳实验中学西人行桥,法院街桥,包公湖至杨家湖水系,1,龙亭区
法院街桥,龙亭西街桥,包公湖至杨家湖水系,1,龙亭区
龙亭西街桥,杨家湖,包公湖至杨家湖水系,1,龙亭区
,,,,
包公湖,包公祠,包公湖至杨家湖水系,,龙亭区
,,,1,
杨家湖,潘家湖,潘家湖至铁塔公园水系,1,龙亭区
潘家湖,龙亭北路桥,潘家湖至铁塔公园水系,1,龙亭区
龙亭北路桥,铁塔西街桥,潘家湖至铁塔公园水系,1,龙亭区
铁塔西街桥,解放路桥,潘家湖至铁塔公园水系,1,龙亭区
解放路桥,铁塔湖,潘家湖至铁塔公园水系,1,龙亭区
铁塔湖,铁塔公园,潘家湖至铁塔公园水系,1,龙亭区
